measurement UID,file URL,msID,shelfmark,collection,part,part ID,part type,text,leaves,leaf height,leaf height max,leaf height min,leaf width,leaf width max,leaf width min,leaf depth,leaf depth max,leaf depth min,leaf unit,roll height,roll height max,roll height min,roll width,roll width max,roll width min,roll unit,fragment height,fragment height max,fragment height min,fragment width,fragment width max,fragment width min,fragment unit,columns,columns max,columns min,column height,column height max,column height min,column width,column width max,column width min,column unit,writtenLines,writtenLines max,writtenLines min,written height,written height max,written height min,written width,written width max,written width min,written unit,ruledLines,rulesLines max,ruledLines min,ruled height,ruled height max,ruled height min,ruled width,ruled width max,ruled width min,ruled unit,rulingMedium,topLine
MS_Add_A_197_measure_1,manuscript_37,MS_Add_A_197,MS. Add. A. 197,Add A,,MS_Add_A_197,,i + 105 fols. 240 c. 163 c. 170–88 110–15,,240,240,240,163,163,163,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,c. 170–88,188,170,110–15,115,110,mm,,,,,,,,,,,,
MS_Add_A_2_measure_1,manuscript_39,MS_Add_A_2,MS. Add. A. 2,Add A,,MS_Add_A_2,,i + 56 leaves 7.25 5,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_23_measure_1,manuscript_44,MS_Add_A_23,MS. Add. A. 23,Add A,,MS_Add_A_23,,ii + 90 leaves 8.625 6.625,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_26_measure_1,manuscript_46,MS_Add_A_26,MS. Add. A. 26,Add A,,MS_Add_A_26,,"Frame-ruled in ink. 37 long lines, ruled space c. 158 97",,215,215,215,155,155,155,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_263_measure_3,manuscript_47,MS_Add_A_263,MS. Add. A. 263,Add A,,MS_Add_A_263-part2,,Ruled in ink for mostly 25 lines; ruled space 175 110–5,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,25,25,25,,,,,,,,,,,175,175,175,110–5,115,110,mm,ink,below
MS_Add_A_263_measure_1,manuscript_47,MS_Add_A_263,MS. Add. A. 263,Add A,,MS_Add_A_263,,iii + 48 + 16 + i leaves 240–5 170–5,,240–5,245,240,170–5,175,170,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_263_measure_6,manuscript_47,MS_Add_A_263,MS. Add. A. 263,Add A,,MS_Add_A_263-endleaves-4,fragment,c. 103 103,,,,,,,,,,,,,,,,,,,c. 103,c. 103,c. 103,103,103,103,mm,,,,c. 103,c. 103,c. 103,103,103,103,mm,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_263_measure_5,manuscript_47,MS_Add_A_263,MS. Add. A. 263,Add A,,MS_Add_A_263-part2,,Fols. 62r-64r written above top line.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,above
MS_Add_A_263_measure_4,manuscript_47,MS_Add_A_263,MS. Add. A. 263,Add A,,MS_Add_A_263-part2,,Fols. 63r-64r in 2 cols. of 26-8 lines.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,26 28,28,26,,,,,,,,,,,,,,,,,,,below
MS_Add_A_263_measure_2,manuscript_47,MS_Add_A_263,MS. Add. A. 263,Add A,,MS_Add_A_263-part1,,Ruled in ink for 34 lines; fols. 44r–48r written in two columns. Ruled space 190 120–5,,,,,,,,,,,,,,,,,,,,,,,,,,1 2,2,1,,,,,,,,34,34,34,,,,,,,,,,,190,190,190,120–5,125,120,mm,ink,
MS_Add_A_268_measure_3,manuscript_48,MS_Add_A_268,MS. Add. A. 268,Add A,,MS_Add_A_268-partC,,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_268_measure_1,manuscript_48,MS_Add_A_268,MS. Add. A. 268,Add A,,MS_Add_A_268,,ii + 164 leaves 8.75 6.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_268_measure_2,manuscript_48,MS_Add_A_268,MS. Add. A. 268,Add A,,MS_Add_A_268-partB,,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_280_measure_1,manuscript_51,MS_Add_A_280,MS. Add. A. 280,Add A,,MS_Add_A_280,,Frame-ruled in plumment; written with 36–8 long lines per page. Ruled space c. 145 95,,215,215,215,155,155,155,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_286_measure_1,manuscript_54,MS_Add_A_286,MS. Add. A. 286,Add A,,MS_Add_A_286,,Ruled in ink for 41 lines of text. Ruled space 160-5 75-80,,205,205,205,145,145,145,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_288_measure_1,manuscript_55,MS_Add_A_288,MS. Add. A. 288,Add A,,MS_Add_A_288,,"1 col., c. 26–31 lines.",,215,215,215,160,160,160,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,160–5,165,160,115–20,120,115,mm,,,,,,,,,,,,
MS_Add_A_30_measure_1,manuscript_57,MS_Add_A_30,MS. Add. A. 30,Add A,,MS_Add_A_30-part1,,"1 col., 24 lines",,240,240,240,170,170,170,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,160,160,113,113,113,mm,,,,,,,,,,,,
MS_Add_A_370_measure_1,manuscript_61,MS_Add_A_370,MS. Add. A. 370,Add A,,,,"1 cols., c. 30–40 lines, written space 150–60 90–100",,210,210,210,150,150,150,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_373_measure_1,manuscript_63,MS_Add_A_373,MS. Add. A. 373,Add A,,MS_Add_A_373,,i + 100 leaves 8.75 5.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_373_measure_2,manuscript_63,MS_Add_A_373,MS. Add. A. 373,Add A,,MS_Add_A_373-endleaf,fragment,"long lines, originally about 193 mm. width",,,,,,,,,,,,,,,,,,,137,137,137,215,215,215,mm,,,,137,137,137,215,215,215,mm,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_44_measure_1,manuscript_66,MS_Add_A_44,MS. Add. A. 44,Add A,,MS_Add_A_44,,"1 or 2 columns, c. 28–32 lines; ruled space typically ; written above top line.130–5 80–5",,175,175,175,118,118,118,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_61_measure_1,manuscript_71,MS_Add_A_61,MS. Add. A. 61,Add A,,MS_Add_A_61,,In 2 cols of c. 38-46 written lines. Pricking marks occasionally visible at the outer edges. Sometimes written below the top ruled line. Double or single boundary lines,55,170,170,170,130,130,130,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_A_92_measure_1,manuscript_76,MS_Add_A_92,MS. Add. A. 92,Add A,,MS_Add_A_92,,"Unruled; typically written with 15–19 lines per page. Written space variable, typically c. 125–30 65–75",,140,140,140,105,105,105,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_B_54_measure_1,manuscript_86,MS_Add_B_54,MS. Add. B. 54,Add B,,MS_Add_B_54,,"1 col., 21 lines.",,160,160,160,105,105,105,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,105,105,60–5,65,60,mm,,,,,,,,,,,,
MS_Add_B_62_measure_2,manuscript_91,MS_Add_B_62,MS. Add. B. 62,Add B,,MS_Add_B_62,,Fols. 68–80: 15–17 lines.,,180,180,180,133,133,133,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,135–40,140,135,95–102,102,95,mm,,,,,,,,,,,,
MS_Add_B_62_measure_1,manuscript_91,MS_Add_B_62,MS. Add. B. 62,Add B,,MS_Add_B_62,,"1 col, 27 lines.",,180,180,180,133,133,133,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,135–40,140,135,95–102,102,95,mm,,,,,,,,,,,,
MS_Add_C_108_measure_1,manuscript_94,MS_Add_C_108,MS. Add. C. 108,Add C,,MS_Add_C_108,,"Frame-ruled in pale ink for two columns of about 41–43 lines, c. 217 153",,275,275,275,205,205,205,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_13_measure_1,manuscript_97,MS_Add_C_13,MS. Add. C. 13,Add C,,MS_Add_C_13,,"(fols. 126–208) 2 cols., , 38 lines.220–5 67",,335,335,335,235,235,235,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_142_measure_1,manuscript_107,MS_Add_C_142,MS. Add. C. 142,Add C,,MS_Add_C_142,,"1 col., 38 lines.",,260,260,260,160,160,160,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,184,184,115,115,115,mm,,,,,,,,,,,,
MS_Add_C_145_measure_1,manuscript_110,MS_Add_C_145,MS. Add. C. 145,Add C,,MS_Add_C_145,,"1 col., 39–40 lines.",,239,239,239,176,176,176,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,160–5,165,160,120–5,125,120,mm,,,,,,,,,,,,
MS_Add_C_147_measure_1,manuscript_112,MS_Add_C_147,MS. Add. C. 147,Add C,,MS_Add_C_147,,20 lines,,265,265,265,190,190,190,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,160,160,110,110,110,mm,,,,,,,,,,,,
MS_Add_C_15_measure_1,manuscript_114,MS_Add_C_15,MS. Add. C. 15,Add C,,MS_Add_C_15,,"Blind-ruled; 1 col., c. 28-9 lines. Written space c. 235-45 155-65",,320,320,320,240,240,240,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_151_measure_1,manuscript_116,MS_Add_C_151,MS. Add. C. 151,Add C,,MS_Add_C_151,,2 col. of 28 lines,,342,342,342,240,240,240,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,230,230,165,165,165,mm,,,,,,,,,,,,
MS_Add_C_153_measure_1,manuscript_118,MS_Add_C_153,MS. Add. C. 153,Add C,,MS_Add_C_153,,Capitulare list in 29 lines,,310,310,310,220,220,220,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,215,215,120,120,120,mm,,,,,,,,,,,,
MS_Add_C_188_measure_1,manuscript_124,MS_Add_C_188,MS. Add. C. 188,Add C,,MS_Add_C_188,,"1 col., 33–34 lines.",,255,255,255,165,165,165,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,190–5,195,190,110–15,115,110,mm,,,,,,,,,,,,
MS_Add_C_192_measure_1,manuscript_125,MS_Add_C_192,MS. Add. C. 192,Add C,,MS_Add_C_192,,"1 col., 30 lines.",,325,325,325,240,240,240,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,230–5,235,230,90–100,100,90,mm,,,,,,,,,,,,
MS_Add_C_249_measure_1,manuscript_132,MS_Add_C_249,MS. Add. C. 249,Add C,,MS_Add_C_249,,1 + 359 leaves 258 200,,258,258,258,200,200,200,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_252_measure_1,manuscript_134,MS_Add_C_252,MS. Add. C. 252,Add C,,MS_Add_C_252,,"1 col., 37 lines.",,190,190,190,115,115,115,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,295,295,205,205,205,mm,,,,,,,,,,,,
MS_Add_C_260_measure_1,manuscript_136,MS_Add_C_260,MS. Add. C. 260,Add C,,MS_Add_C_260,,"1 col., 28–31 lines.",,315,315,315,225,225,225,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,230,230,140,140,140,mm,,,,,,,,,,,,
MS_Add_C_263_measure_1,manuscript_137,MS_Add_C_263,MS. Add. C. 263,Add C,,MS_Add_C_263,,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_264_measure_1,manuscript_138,MS_Add_C_264,MS. Add. C. 264,Add C,,MS_Add_C_264,,"1 col., 28 lines.",,300,300,300,220,220,220,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,200–5,205,200,110,110,110,mm,,,,,,,,,,,,
MS_Add_C_280_measure_1,manuscript_145,MS_Add_C_280,MS. Add. C. 280,Add C,,MS_Add_C_280,,127 leaves 10.5 7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_29_measure_1,manuscript_149,MS_Add_C_29,MS. Add. C. 29,Add C,,MS_Add_C_29,,"2 cols., 35 lines; ruled space 228 177",,280,280,280,220,220,220,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_73_measure_1,manuscript_157,MS_Add_C_73,MS. Add. C. 73,Add C,,MS_Add_C_73,,"1 col., 33 lines.",,285,285,285,200,200,200,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,203,203,120,120,120,mm,,,,,,,,,,,,
MS_Add_D_10_measure_1,manuscript_163,MS_Add_D_10,MS. Add. D. 10,Add D,,MS_Add_D_10,,"2 cols., , 60 lines.260 70",,400,400,400,280,280,280,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_104_measure_1,manuscript_164,MS_Add_D_104,MS. Add. D. 104,Add D,,MS_Add_D_104,,"2 cols., , c. 45–7 lines.365–75 100",,485,485,485,325,325,325,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_39_measure_1,manuscript_171,MS_Add_D_39,MS. Add. D. 39,Add D,,MS_Add_D_39,,"2 cols., , 60 lines.265 70",,440,440,440,290,290,290,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_46_measure_1,manuscript_174,MS_Add_D_46,MS. Add. D. 46,Add D,,MS_Add_D_46,,"2 columns, , 50–2 lines.265–75 90",,390,390,390,280,280,280,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_47_measure_1,manuscript_175,MS_Add_D_47,MS. Add. D. 47,Add D,,MS_Add_D_47,,Ruled in plummet with single vertical bounding lines extending the full height of page; 24 lines per page; written below the top line; written space: c. 280 180,,c. 400–405,405,400,275,275,275,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_48_measure_1,manuscript_176,MS_Add_D_48,MS. Add. D. 48,Add D,,MS_Add_D_48,,ii + 32 + ii fol. 400 290 267 182,,400,400,400,290,290,290,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,267,267,182,182,182,mm,,,,,,,,,,,,
MS_Add_E_14_R_measure_1,manuscript_180,MS_Add_E_14_R,MS. Add. E. 14 (R),Add E,,MS_Add_E_14_R,,c. 4215 325,,,,,,,,,,,,4215,4215,4215,325,325,325,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_33_measure_2,manuscript_197,MS_Ash_Rolls_33,MS. Ash. Rolls 33,Ash Rolls,,,,one membrane c. 670 c. 270,,,,,,,,,,,,670,670,670,270,270,270,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_33_measure_1,manuscript_197,MS_Ash_Rolls_33,MS. Ash. Rolls 33,Ash Rolls,,,,two membranes c. 730 (370 + 360) c. 265,,,,,,,,,,,,730,730,730,265,265,265,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_38_measure_1,manuscript_200,MS_Ash_Rolls_38,MS. Ash. Rolls 38,Ash Rolls,,MS_Ash_Rolls_38,,c. 3550 270,,,,,,,,,,,,3550,3550,3550,270,270,270,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_50_measure_1,manuscript_205,MS_Ash_Rolls_50,MS. Ash. Rolls 50,Ash Rolls,,MS_Ash_Rolls_50,,c. 1920 500,,,,,,,,,,,,1920,1920,1920,500,500,500,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_6_measure_1,manuscript_207,MS_Ash_Rolls_6,MS. Ash. Rolls 6,Ash Rolls,,MS_Ash_Rolls_6,,5 fols. folded to form a girdle book. c. 300 185 (unfolded) c. 150 33 (folded),,300 300,300 300,300 300,185 33,185 33,185 33,,,,mm mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1282_measure_1,manuscript_224,MS_Ashmole_1282,MS. Ashmole 1282,Ashmole,,MS_Ashmole_1282,,Ruled in plummet with single vertical and double horizontal bounding lines extending the full height and width of page; further sets of double bounding lines in all margins and single bounding lines in the outer and lower margins; written below the top line; 18 lines per page; written space: c. 95 65,,165,165,165,110,110,110,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1291_measure_3,manuscript_230,MS_Ashmole_1291,MS. Ashmole 1291,Ashmole,,MS_Ashmole_1291,,"(ii) perhaps also ruled in mauve, but diluted to the point of appearing grey, 15 lines per page;",,95,95,95,65,65,65,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1291_measure_1,manuscript_230,MS_Ashmole_1291,MS. Ashmole 1291,Ashmole,,MS_Ashmole_1291,,Ruled space Three ruling patterns correspond to the three main scribes:55 35,,95,95,95,65,65,65,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1291_measure_4,manuscript_230,MS_Ashmole_1291,MS. Ashmole 1291,Ashmole,,MS_Ashmole_1291,,(iii) ruled in brown ink for 10 lines per page.,,95,95,95,65,65,65,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1291_measure_2,manuscript_230,MS_Ashmole_1291,MS. Ashmole 1291,Ashmole,,MS_Ashmole_1291,,(i) ruled in mauve or pale red ink for 17 lines per page;,,95,95,95,65,65,65,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1404_measure_1,manuscript_245,MS_Ashmole_1404,MS. Ashmole 1404,Ashmole,,MS_Ashmole_1404,,"Ruled in ink with frame on three sides (upper margin unruled) with writing above the top line. Glosses unruled but occasionally the scribe takes advantage of ruling outside of the frame. Consistently 27 long lines of text. Pricking visible on some pages. When the edge of the page is uneven, the pricking follows the curve of the page (Wakelin 2022, 63). Ruled height: 135-145 85-92",,202-204,204,202,140-145,145,140,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1431_measure_1,manuscript_253,MS_Ashmole_1431,MS. Ashmole 1431,Ashmole,,MS_Ashmole_1431,,"Ruled in drypoint, 32–41 long lines, ruled space 175 110",,235,235,235,150,150,150,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1431_measure_2,manuscript_253,MS_Ashmole_1431,MS. Ashmole 1431,Ashmole,,,,"Ruled in ink. 2 columns of 38 lines, ruled space 157 100",,233,233,233,152,152,152,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1511_measure_1,manuscript_290,MS_Ashmole_1511,MS. Ashmole 1511,Ashmole,,MS_Ashmole_1511,,"1 col., typically 30 lines; written above top line; ruled in crayon. Ruled space typically 185 110",,275,275,275,180-5,185,180,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1517_measure_1,manuscript_293,MS_Ashmole_1517,MS. Ashmole 1517,Ashmole,,MS_Ashmole_1517,,Ruled for two columns with single vertical and single horizontal (on most leaves visible only at the top of the page) bounding lines extending the full height and width of page; 39 lines per page; written space: c. 139 197,,280,280,280,205,205,205,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1522_measure_2,manuscript_297,MS_Ashmole_1522,MS. Ashmole 1522,Ashmole,,MS_Ashmole_1522,,"Item 1, 1 col., 32 lines; item 22, 1 col, 30 lines.",,255,255,255,185,185,185,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1522_measure_1,manuscript_297,MS_Ashmole_1522,MS. Ashmole 1522,Ashmole,,MS_Ashmole_1522,,"Mostly 2 cols. of 35-37 lines, ruled space approx. 160 105",,255,255,255,185,185,185,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1523_measure_1,manuscript_298,MS_Ashmole_1523,MS. Ashmole 1523,Ashmole,,MS_Ashmole_1523,,"Ruled in ink with single vertical and double horizontal bounding lines extending the full height and width of page, and another set of double bounding lines in the margins; written below the top line; 17 lines per page; written space: c. 15th-century continuations are ruled to the same pattern.215 140",,330,330,330,220,220,220,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1525_measure_1,manuscript_300,MS_Ashmole_1525,MS. Ashmole 1525,Ashmole,,MS_Ashmole_1525,,The psalter is ruled in plummet for two columns with double vertical and single or double horizontal bounding lines extending the full height and width of page; written above the top line; prickings survive; 22 or 23 lines per page; written space: c. 190 142,,304,304,304,210,210,210,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1525_measure_2,manuscript_300,MS_Ashmole_1525,MS. Ashmole 1525,Ashmole,,MS_Ashmole_1525,,"Canticles for the year, hymnal and Office of the Dead are ruled in plummet and red ink for two columns with double vertical and single horizontal bounding lines extending the full height and width of the page; written below the top brown line and above the top red line; prickings survive; 22 lines per page; written space: c. 185 130",,304,304,304,210,210,210,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_1525_measure_3,manuscript_300,MS_Ashmole_1525,MS. Ashmole 1525,Ashmole,,MS_Ashmole_1525-fols185-6,,two leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_210_measure_1,manuscript_315,MS_Ashmole_210,MS. Ashmole 210,Ashmole,,MS_Ashmole_210-part1,,"Layout varies, occupying a full page.",,295,295,295,210,210,210,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_304_measure_1,manuscript_317,MS_Ashmole_304,MS. Ashmole 304,Ashmole,,MS_Ashmole_304,,"Layout variable according to the text: fols. 1–30, 1 col. (or tables), 28 lines; fol. 31, 2 cols., 29 lines; fols. 39r-40r, 2 cols., 30 lines; fol. 40v, 2 cols, 28 lines; fols. 43v-63v, 2 cols., 27 lines; fols. 64r-, 1 col., 21 lines",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_34_measure_1,manuscript_322,MS_Ashmole_34,MS. Ashmole 34,Ashmole,,MS_Ashmole_34,,"Text ruled in graphite, interlinear for 40 lines (35 long lines of text in 5 stanzas of 7 lines) with a blank line after each stanza, including the last. Page ruled in red ink: double horizontal bounding lines at top and bottom (at bottom always blank), double vertical at either side of text, inner margin frame ruled, a separate ruled column in the outer margin for glosses. The width of this outer column varies depending on the gloss. Each stanza is divided by a horizontal line. Occasionally, when a single line is missing, the gap is rubricated, suggesting the red ruling was added after the text had been written. Glosses (both rubricated and black) are predominantly frame ruled. Pricking (for both graphite and red ruling) occasionally visible in outer and lower margins. Ruled space for verse: 225 125",,335,335,335,245,245,245,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_341_measure_2,manuscript_324,MS_Ashmole_341,MS. Ashmole 341,Ashmole,,MS_Ashmole_341-part1,,"1 col., c. 27 lines, 120 75",,170,170,170,115,115,115,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_341_measure_1,manuscript_324,MS_Ashmole_341,MS. Ashmole 341,Ashmole,,MS_Ashmole_341-part1,,"1 col., 42 lines, c. 143 90",,170,170,170,115,115,115,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_342_measure_3,manuscript_325,MS_Ashmole_342,MS. Ashmole 342,Ashmole,,MS_Ashmole_342-part6,,2 cols.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_342_measure_2,manuscript_325,MS_Ashmole_342,MS. Ashmole 342,Ashmole,,MS_Ashmole_342-part5,,"16 leaves of parchment, and 8 other leaves (fols. 130-7), the two outermost parchment, and the others paper.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_342_measure_1,manuscript_325,MS_Ashmole_342,MS. Ashmole 342,Ashmole,,MS_Ashmole_342-part3,,"26 leaves, a small part of its original quantity. Of these, ff. 69, 82-4, 93-4, are blank vellum; and the remaining portions, ff. 85-92, 70-81, have been transposed. They are here described in their proper order.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_35_measure_1,manuscript_331,MS_Ashmole_35,MS. Ashmole 35,Ashmole,,MS_Ashmole_35,,"Frame-ruled, top and bottom horizontal lines, and left vertical lines only of each column. 2 cols., c. 44–48 lines, written space c. 255–60 175–80",,345–50,350,345,235–240,240,235,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_39_measure_1,manuscript_338,MS_Ashmole_39,MS. Ashmole 39,Ashmole,,MS_Ashmole_39,,"Frame ruled in brown ink for 4 stanzas of 7 lines per page with spacing between stanzas, sometimes with a rubric or running title within the frame. Ruled space: 204-210 115-119",,288-290,288-290,288-290,208-210,208-210,208-210,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_399_measure_2,manuscript_343,MS_Ashmole_399,MS. Ashmole 399,Ashmole,,MS_Ashmole_399-part1,,"1–2 cols., , c. 34–60 lines.c. 180–230 c. 60–70",,270,270,270,195,195,195,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
