metadata: deco UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: decoration,overview: description,overview: type,locus: locus,locus: from,locus: to,date: date,date: when,date: not before,date: not after,date: certainty,date: calendar,people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: artist name(s),people: artist ID(s),people: patron name(s),people: patron ID(s),people: dedicatee name(s),people: dedicatee ID(s),people: former owner name(s),people: former owner ID(s),people: donor name(s),people: donor ID(s),people: other name(s),people: other ID(s),orgs: name(s),orgs: ID(s),places: name(s),places: ID(s),bibliography: bibl(s),bibliography: ref(s),bibliography: ref URI(s)
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS R.14.51",manuscript,,MS-TRINITY-COLLEGE-R-00014-00051,,Large (2 lines) blue initials in frameworks of red penwork decoration with pen-flourishing in red ink extending into the outer margins,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS O.9.39",part,,,,Small regular initials highlighted with red ink.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS O.3.11",manuscript,,MS-TRINITY-COLLEGE-O-00003-00011,,Small (1 line) initials in red ink.,plainInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS O.8.2",part,,,,Titles of sequences written in red ink.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS O.2.49",manuscript,,MS-TRINITY-COLLEGE-O-00002-00049,,"A square diagram divided into four smaller squares in which the names of the winds are written and which are organised on the outside according to the four elements and cardinal directions, drawn in brown ink (f. 1r).",diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS R.14.31",part,,,,"Flourished initials in the 'Arabesque' style at the major divivisons of the texts. A particularly siginficant initial on f. 1r has marginal flourishing that extends from the initial in the first line of text, down the inner margin and across the lower margin.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS O.1.57",part,,,,Vein Man: a miniature showing a naked man in colours with red lines connecting parts of his body to the surrounding text on f. 2:16v.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS R.14.32",part,,,,This part of the manuscript does not contain any significant forms of decoration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS O.2.47",manuscript,,MS-TRINITY-COLLEGE-O-00002-00047,,"Infrequent flourished initials in the text ink; typically an enlarged majuscule letter 3-4 lines high with small decorative pen flourishes perhaps slightly influenced by 'cadels', see e.g., f. 48r 'E' in 'Elixir'.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS O.2.53",manuscript,,MS-TRINITY-COLLEGE-O-00002-00053,,One title rubricated in red ink on f. 33r.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS O.8.35",manuscript,,MS-TRINITY-COLLEGE-O-00008-00035,,Cadels on ascenders of letters (typically initials) on the first lines of pages.,cadel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS B.14.19",part,,,,"A ""J""-border in blue and red ink in the inner margin of f. 164r.",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS R.3.20",manuscript,,MS-TRINITY-COLLEGE-R-00003-00020,,Cadels on the ascenders of letters written on the first lines and the descenders of letters written on the last lines of pages.,cadels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS O.8.36",manuscript,,MS-TRINITY-COLLEGE-00008-00036,,Drawings of the lower half of an alchemical furnace on f. 49r.,drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS O.1.71",manuscript,,MS-TRINITY-COLLEGE-O-00001-00071,,Partial (one-sided) borders in blue or red on the pages with the tables of contents on ff. e verso-j verso.,border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS O.1.65",part,,,,Drawings of alchemical vessels in brown and dark ink on ff. 1:50r and 1:53r.,drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS R.14.29",part,,,,Large (2 lines; but one of 5 lines on f. 171r) plain blue or red initials with penwork decoration inside the letter and pen-floursihing exttending into the margin in the opposite colour.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS R.14.39",part,,,,This part of the manuscript does not contain any significant forms of decoration.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS O.8.31",part,,,,Minor initials in the 'Lombardic' style in red at the major and minor divisions of the texts.,plainInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS O.1.77",manuscript,,MS-TRINITY-COLLEGE-O-00001-00077,,"Folio 1r: Large puzzle initial 'O'(mne) in red blue and taupe (perhaps faded folium) with marginal flourishing extended into a full page frame. Smaller flourished initials, typically blue initials in the 'Lombardic' style 2-3 lines high with red internal and marginal flourishing and occasional taupe (perhaps faded folium) flourishes throughout at the major and minor divisions of the texts.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS O.9.37",manuscript,,MS-TRINITY-COLLEGE-O-00009-00037,,"One large (4 lines) 'champ' initial: a gold initial in a frame with a blue and purple ground with spraywork in green, blue, and gold on f. 122r.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS O.1.13",part,,,,Small (1-2 lines) plain initials in dark brown ink.,plainInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS O.9.32",manuscript,,MS-TRINITY-COLLEGE-O-00009-00032,,Small (1 line) plain initials in red or blue at the beginning of new recipes.,plainInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS VI.18.2",manuscript,,MS-TRINITY-COLLEGE-VI-00018-00002,,Large (3-line) plain initials in blue or red painted over printed guide letters in blank spaces throughout the manuscript.,plainInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Trinity College, MS O.2.21",part,,,,Plain initials in red in a 'Lombardic' style at the minor divisions of the texts.,plainInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, King's College, MS 16",part,,,,One large (4 lines) gold initial in a frame of blue and white ('champ' initial) with pen-flourishing ingreen and gold (f. 1:1r).,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,MS 8,part,,,,"Display script [4 l.] in alternate red with blue pen-flourishing and blue with red pen-flourishing for incipit, fol. 1r; red penwork initials [1 – ca. 3 l.] for text divisions; red penwork linefillers",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Corpus Christi College, MS 416",manuscript,,MS-CCCC-00416,,Plain initials in red or purple typically 1-2 lines high in a simple 'Arabesque' style at the minor divisions of the text.,plainInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Corpus Christi College, MS 210",part,,,,"On p. 129 is a drawing in plummet of the outline (jamb mould) of the stonework on the South porch of St Stephen's Church, Bristol, attributed to the freemason Benedict Cross. Inside the outline is written: Thys ys the Jamemoold of the porthe dore yn the southsyde of the chyrch of seynt stevyn (see Harvey (1969), pp. 316-317). jamb mouldThys ys the Jamemoold of the porthe dore yn the southsyde of the chyrch of seynt stevyn",drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Corpus Christi College, MS 388",manuscript,,MS-CCCC-00388,,Headers written in red ink.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Corpus Christi College, MS 405",part,,,,No significant decoration in this Part.,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Corpus Christi College, MS 374",part,,,,Initials highlighted in red ink throughout ff. 70r-74r.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Corpus Christi College, MS 412",part,,,,"Puzzle initial, 5 lines high, in red and blue at the opening of the text on f. 1r.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Corpus Christi College, MS 61",manuscript,,MS-CCCC-00061,,"Ninety spaces for smaller (16 lines, 24/25 lines, or 30/32 lines) miniatures, planned throughout the manuscript but never made (on these planned miniatures see Fisher (1976); Hardmann (1997)).",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Corpus Christi College, MS 456",part,,,,"Diagram in brown ink of the spheres of the heavens on p. 4. The spheres are labelled as follows from innermost to outermost: 'Luna, Mercurii, Veneris, Solis, Martis, Jouis, Saturni, Spera stellarum fixarum, Spera premobilis'.",diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Corpus Christi College, MS 335",part,,,,One large (6 lines) puzzle initial in blue and red with floral motifs outlinsed in red ink inside the letter on f. 1r.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Corpus Christi College, MS 41",part,,,,"Incomplete drawing of Christ, crucified, outline only, in brown ink on p. 484. On the opposite page, p. 485 an incomplete figure of a ?nude? onlooker standing on a small hill or mound looks over towards Christ. Both illustrations are palimpsest, overwritten with a homily on the Passion Men ðe gehirað nu hu .... Men ðe gehirað nu hu ...",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Corpus Christi College, MS 354",manuscript,,MS-CCCC-00354,,"Inserted into the text space after the second line on f. 60v is, on the left-hand side, a diagram in brown ink illustrating Pythagorean tuning (this is the fygure to which the text refers). fygure",diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Peterborough Cathedral, MS 1",manuscript,,MS-PETERBOROUGH-00001,,Litterae notabiliores in the text touched with red.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,,manuscript,,MS-ADD-03389,,Four-line red initial at the start of the Gloria on fol. .,initial,1v,1v,1v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, St John's College, MS K.49",manuscript,,MS-SJC-K-00049,,Line fillers in red ink.,lineFill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"St John's College, MS D.24",manuscript,,SJC-MS-D-00004,,"Decorative initials throughout at the major divisions of some of the texts, most in the style of the initial S on 124v, or with touches of gold. On f. 187r, there is an initial Q with a winged grotesque and foliate interlace.",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, St John's College, MS G.4",manuscript,,MS-SJC-G-00004,,Unfilled space for an initial 'a' on f. 2r.,unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, St John's College, MS D.3",part,,,,"Large flourished initials in red and blue at the opening of each codicological unit, i.e, f. 32r and f. 70r, the first one absent due to leaves lost from the volume. Smaller flourished initials at the beginning of most new texts and major sections of text.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, St John's College, MS D.4",part,,,,Some texts have rubrics and chapter headings in red ink.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, St John's College, MS B.15",part,,,,"Large (2-line) plain initials in red ink, sometimes with minor foliate motifs inside their letters; one letter features a human face.",colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,St John's College MS E.29,part,,,,Titles and headings have been written in red ink.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, St John's College, MS E.6",part,,,,Paraphs in blue ink.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.4",part,,,,Titles to works and minor divisions of the texts written in red.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Jesus College, MS Q.G.25",manuscript,,MS-JESUS-Q-G-00025,,Two sketches of a (?) flower in brown ink on f. 47v.,drawing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.2",part,,,,Plain initials in red in the 'Arabesque' style at the start of each minor division of the text.,plainInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Jesus College, Q.G.23",manuscript,,MS-JESUS-Q-B-00023,,"Large (4- to 5-line) initials in coulours with foliate motifs inside the letters on gold grounds with full bar borders in gold with acanthus leaves and floral sprays in colours and gold on ff. 20v, 57v, 252r, 348v (impressions of removed initials left on ff. 132v and 199r and remains of a mutiliated initial on f. 235r).",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Jesus College, MS Q.B.10",manuscript,,MS-JESUS-Q-B-00010,,Plain initials in red or green at the minor divisions of the texts.,plainInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.1",part,,,,A title rubricated in red ink on f. 52v.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Jesus College, MS Q.G.12",manuscript,,MS-Q-G-00012,,Manicules in brown ink throughout the manuscript.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Magdalene College, Pepys MS 1236",manuscript,,MS-MAGDALENE-PEPYS-01236,,Large and small (2- and 1-line) plain initials in red or brown ink.,plainInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Magdalene College, Pepys MS 878",manuscript,,MS-MAGDALENE-PEPYS-00878,,1 large (3 line) red initial with penwork decoration in black ink inside the letter and pen-flourishing in black ink extending into the margin on p. 108.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Magdalene College, Pepys MS 1307",manuscript,,MS-MAGDALENE-PEPYS-01307,,Wavy line fills in red ink throughout the volume.,lineFill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Magdalene College, Pepys MS 1661",part,,,,Line-fillers consist of horizontal wavy lines in red ink.,lineFill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Magdalene College, MS Pepys 911",part,,,,Plain initials in red or blue at minor divisions of the text such as new paragraphs or sub-sections.,plainInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Pembroke College, MS 237",manuscript,,MS-PEMBROKE-00237,,"Spaces for three- and four-line initials, unfilled (ff. 86v-116v).",unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Pembroke College, MS 243",manuscript,,MS-PEMBROKE-00243,,"Five- to eleven-line initials in blue, with infill and marginal flourishing in red.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Pembroke College, MS 54",manuscript,,MS-PEMBROKE-00054,,"An arabesque initial P in red, green and blue (f. 1v).",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Pembroke College, MS 120",part,,,,"Each page containing miniatures was prepared for a border, of which only on those on ff. 1r-3r were filled with paint. The miniatures on 1r-3r were tinted, by a later hand, in blue, green, buff and grey; the rest are sparsely tinted, but those on 5v and 6v left untinted.",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Pembroke College, MS 56",manuscript,,MS-PEMBROKE-00056,,"The text of each book opens with a large arabesque initial in blue, green or red and a title in red and green capitals. The capitula open with a large blue initial with arabesque ornament in green, red and blue. Jerome's prologue opens with a red, blue and green arabesque initial.capitula",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Pembroke College, MS 258",part,,,,"Occasional rubrication throughout ff. 1r-20v, typically mminor initials touched with red, and the use of red to underline particular sections of text.",rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Pembroke College, MS 301",manuscript,,MS-PEMBROKE-00301,,"Four full-page framed miniatures with Evangelists' portraits at the beginning of each Gospel: the first in the same palette as the the first eleven Canon Tables, the remaining three unfinished and in the same palette as the last four Canon Tables. Three of the miniatures face full-page openings of the Gospels of Saints Matthew, Luke and John, and one a large (two-thirds of a page) opening of the Gospel of St Mark; both miniatures and incipit pages within Winchester-style frames. 10v: Matthew holding pen and open book; his symbol, the angel, delivering gold scroll from above, lectern shaft issuing from the mouth of a bird. Frame has four Winchetser-style corner medallions and two diamond-shaped vignettes, each containing a beardless male saint with closed book, one also with cross-topped staff. 44v: Mark seated beneath gold arch with Winchester-style medallions, holding open book; his winged lion holds closed book and has trumpet issuing from mouth. Unfinished. 70v: Luke seated before a lectern, holding quill and knife, angel with staff standing behind him. Gold frame with Winchester-style medallions. Unfinished. 108v: John seated before open book, holding pen or knife in right hand, looking at angel standing behind him. Basic frame with foliage in corners. Unfinished. 10v: Matthew holding pen and open book; his symbol, the angel, delivering gold scroll from above, lectern shaft issuing from the mouth of a bird. Frame has four Winchetser-style corner medallions and two diamond-shaped vignettes, each containing a beardless male saint with closed book, one also with cross-topped staff.Matthew 44v: Mark seated beneath gold arch with Winchester-style medallions, holding open book; his winged lion holds closed book and has trumpet issuing from mouth. Unfinished.Mark 70v: Luke seated before a lectern, holding quill and knife, angel with staff standing behind him. Gold frame with Winchester-style medallions. Unfinished.Luke 108v: John seated before open book, holding pen or knife in right hand, looking at angel standing behind him. Basic frame with foliage in corners. Unfinished. John",miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Pembroke College, MS 72",part,,,,"Anthropomorphic initial M, outlined in the same ink as that used for the text and tinted red and green, in the form of a seated monk holding red and green dragons with holy wafers in their mouths (f. 1r). monkdragonsholy wafersZoomorphic initial I, outlined in the same ink as that used for the text and tinted yellow, in the form of a dragon with a holy wafer in its mouth (f. 2r). dragonholy wafer",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Pembroke College, MS 67",part,,,,"Red or green initials, some ornamented in one or both colours (ff. 1-85).",plainInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Pembroke College, MS 70",part,,,,Initials and lemmata highlighted in yellow.,plainInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Pembroke College, MS 16",manuscript,,MS-PEMBROKE-00016,,"Handsome large initials open the Gospel reading and each book, outlined in the same ink as the text, tinted in red, green, purple and yellow. The following are historiated: 19v: Virgin and Child, Adoration of the Magi 30r: Hercules and the Nemean lion 47r: two men with shields 63r: man playing the fiddle 70r: king reveres Christ 71v: Christ appears to the disciples 90v: man seated 102v: man with arrow, fighting dragon 112v: man entangled with foliage 19v: Virgin and Child, Adoration of the Magi Virgin and ChildAdoration of the Magi 30r: Hercules and the Nemean lion Hercules and the Nemean lion 47r: two men with shields 63r: man playing the fiddle 70r: king reveres Christ 71v: Christ appears to the disciples Christ appears to the disciples 90v: man seated man seated 102v: man with arrow, fighting dragon 112v: man entangled with foliageInitials excised on ff. ii recto, 29v, 32v and 86v.",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Pembroke College, MS 28",manuscript,,MS-PEMBROKE-00028,,"Two-line (occasionally three- or four-line) initials, alternating in red or blue, with contrasting penwork infill and marginal flourishing in blue or red.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Pembroke College, MS 15",manuscript,,MS-PEMBROKE-00015,,"Two-line initials in red, green, violet and blue, sometimes with a little foliage ornament.",colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_2,manuscript_1,,,"Cambridge, Fitzwilliam Museum, MS 261",manuscript,,MS-FITZWILLIAM-00261,,"Partial scatter borders, including flowers and portcullises in colours on yellow (imitation gold) grounds, on ff. 9v, 19r, 20r, 23v [also featuring a dragon and greyhound], and 30v.",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
