metadata: deco UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: decoration,overview: description,overview: type,locus: locus,locus: from,locus: to,date: date,date: when,date: not before,date: not after,date: certainty,date: calendar,people: scribe name(s),people: scribe ID(s),people: signer name(s),people: signer ID(s),people: artist name(s),people: artist ID(s),people: patron name(s),people: patron ID(s),people: dedicatee name(s),people: dedicatee ID(s),people: former owner name(s),people: former owner ID(s),people: donor name(s),people: donor ID(s),people: other name(s),people: other ID(s),orgs: name(s),orgs: ID(s),places: name(s),places: ID(s),bibliography: bibl(s),bibliography: ref(s),bibliography: ref URI(s)
_deco_4,manuscript_1,,,"Cambridge, Fitzwilliam Museum, MS 51",manuscript,,MS-FITZWILLIAM-00051,,"Large (6 lines) pink or blue white-patterned initials with foliage infill on gold grounds and full acanthus, floral, and spraywork borders, facing and mathing those for the full-page miniatures at major text dviisions",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Queens' College, MS 25",manuscript,,,,Chapter-headings in red in the same hand as the text with chapter-numbers up to xxxiiii (45v); unnumbered chapter-heading on 47r; the remaining chapters unrubricated.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Queens' College, MS 50",manuscript,,,,Red penwork geometric line-fillers.,lineFill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Queens' College, MS 28",manuscript,,,,"Large blue paragraph marks, toothed on the left of the vertical stroke.",rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Peterhouse, MS 139",part,,,,Rubrics have either been written in red ink or written in brown ink and struck through with a red horizontal line.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Peterhouse, MS 106",manuscript,,MS-PETERHOUSE-00106,,Paraphs in blue or red ink.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Peterhouse, MS 95",part,,,,flourished initials in red and blue at the opening of each section of main text and gloss.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Peterhouse, MS 118",manuscript,,MS-PETERHOUSE-00118,,"Small (1 line) red capitals, some with minor forms of decoration.",colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Peterhouse, MS 247",part,,,,"Larger pen-flourished initials in red and blue at the opening of each text in this Part, e.g., f. 47r. Smaller pen-flourished initials in red and blue at the opening of major sections of each text in this Part.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Peterhouse, MS 251",part,,,,Rubrication (red only) for chapter headings.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Peterhouse, MS 182",manuscript,,MS-PETERHOUSE-00182,,Paraphs in red ink.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Peterhouse, MS 222",part,,,,Blue initials with red decorative elements and marginal extension at the major and minor divisions of the text.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Peterhouse, MS 178",manuscript,,MS-PETERHOUSE-00178,,Line fills of red minims in the capitula list on ff. .,lineFill,1r-9r,1r,9r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Clare College, MS 12 ",part,,,,"Flourished initials in red and blue at the major divisions of the text, with the most significant initials further embellished with flourishes extended along the inner and/or lower margin, e.g., ff. 9v, 47r, etc.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 59/153",part,,,,No significant decoration in this Part.,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 230/116",part,,,,Large (2-line) initials in blue ink.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 176/97",part,,,,One large (3-line) dark grey initial 'O' with a human face drawn inside it with black in on p. 85; perhaps added at a later stage.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 401/623",part,,,,There are no decorative features in this Part of the manuscript.,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 336/725",part,,,,"A half-page diagram of the twelve signs of the Zodiac, represented by circles in red ink, and their relationships to the planets.",diagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 373/593",manuscript,,MS-GONVILLE-AND-CAIUS-00373-00593,,Headings and sub-headings in red throughout.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 204/110",part,,,,"Calendar headings, dominical letters, Roman calendar reckoning, and particular feasts and astronomical events written in red or blue ink.",rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 451/392",part,,,,Paraphs in red ink.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 178/211",part,,,,An added rubric in red ink on f. 130r.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 159/209",part,,,,Paraph marks in red. Initials at the minor divisions of the text often touched with red.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 345/620",part,,,,Paraph marks in red and black throughout.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 407/413",part,,,,"Flourished initials at major and minor divisions of the text: red or blue initials with red, blue, or lilac pen-flourishes that extend into the adjacent margin.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 190/223",part,,,,Manicule and line-drawn instruments and body parts in the margins.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 181/214",part,,,,"Flourished initials (blue letter, red florushing) on p. 9.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 98/50",part,,,,Small (2 lines) blue initials at the beginnings of new chapters throughout.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 84/166",part,,,,Paraphs in red ink.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 379/599",part,,,,Decorated initial 'M' in dark blue and red with white acanthus frills on f. 21r.,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 200/106",part,,,,Headings in red ink.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 97/49",part,,,,Rubrics in the first quire only.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 328/715",part,,,,"Small (2 lines) red initials in the fifeenth-century additions on ff. [v] recto-[viii] verso, and ff. 174v-176r.",colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 147/197",part,,,,"One large, 9-line initial 'P' in blue with a gold bar along its descender with a white-pink dragon biting into it, and with a miniature inside its loop, showing a tonsured surgeon in a purple robe with a blue garment applying a trephine to the head of a patient in blue clothes and with his hands tied up behind his back.",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Sidney Sussex College, MS 51",part,,,,Empty space for an opening initial 'S' on f. .,unfilled,17r,17r,17r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Sidney Sussex College, MS 85",manuscript,,MS-SIDNEYSUSSEX-00085,,"Large and small (1-5 lines) plain initials in red or brown ink with wavy motifs created by blank areas (e.g. see f. 26v, 52v, 63v, 73v, 74v, 75r [2x], 93r, 123r, 124r, 124v, 128v, 133r, 133v, 190r), sometimes with brown or red penwork decoration inside the letters and brown or red pen-flourishing extending into the margins (ff. 115v, 122v [2x], 128v, 130r, 130v [featuring a human face]).",colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Sidney Sussex College, MS 58",manuscript,,MS-SIDNEYSUSSEX-00058,,"A cadel decoration on a plain capital in dark ink, featuring the face of an animal (? lion) on f. 1r.",cadels,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_4,manuscript_1,,,"Cambridge, Newnham College, MS 4",manuscript,,MS-NEWNHAM-00004,,"Large (4 lines) gold initials in frameworks of blue and red penwork and pen-flourishing on ff. 35r, 68v, 98v, beginning the 'Do-well', 'Do-better', and 'Do-best' passus (8, 15, and 20).",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_40,manuscript_1,,,"Cambridge, University Library, MS Ee.3.59",manuscript,,MS-EE-00003-00059,,: The king heals a sick woodsman.,miniature,23r,23r,23r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_41,manuscript_1,,,"Cambridge, University Library, MS Ee.3.59",manuscript,,MS-EE-00003-00059,,: Man kneeling before the king. Procession of four blind men.,miniature,23v,23v,23v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_42,manuscript_1,,,"Cambridge, University Library, MS Ee.3.59",manuscript,,MS-EE-00003-00059,,": The four blind men are healed, having drunk water in which the king has washed his hands.",miniature,24r,24r,24r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_43,manuscript_1,,,"Cambridge, University Library, MS Ee.3.59",manuscript,,MS-EE-00003-00059,,": Quarrel between Harold and Tostig, the sons of Earl Godwin.",miniature,24v,24v,24v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_44,manuscript_1,,,"Cambridge, University Library, MS Ee.3.59",manuscript,,MS-EE-00003-00059,,: Death of Earl Godwin at a royal banquet.,miniature,25r,25r,25r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_45,manuscript_1,,,"Cambridge, University Library, MS Ee.3.59",manuscript,,MS-EE-00003-00059,,: The king receives a vision of the Seven Sleepers of Ephesus.,miniature,25v,25v,25v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_46,manuscript_1,,,"Cambridge, University Library, MS Ee.3.59",manuscript,,MS-EE-00003-00059,,": King Edward gives his ring to St John the Evangelist, who is disguised as a pilgrim.",miniature,26r,26r,26r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_47,manuscript_1,,,"Cambridge, University Library, MS Ee.3.59",manuscript,,MS-EE-00003-00059,,: St John gives the king's ring to pilgrims.,miniature,26v,26v,26v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_48,manuscript_1,,,"Cambridge, University Library, MS Ee.3.59",manuscript,,MS-EE-00003-00059,,: The pilgrims present the king with his ring. Edward bestows money and plate on the poor.,miniature,27r,27r,27r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_49,manuscript_1,,,"Cambridge, University Library, MS Ee.3.59",manuscript,,MS-EE-00003-00059,,: Harold son of Godwin kneels before King Edward. The king is comforted at Mass.,miniature,27v,27v,27v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, Emmanuel College, MS 69",manuscript,,MS-EMMANUEL-COLLEGE-00069,,Fourteen coloured drawings of medical patients inside yellow frames inserted in the text on ff. 168r-189r.,miniature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, Emmanuel College, MS 66",part,,,,Paraph marks in red or blue.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Ii.3.17",part,,,,Plain initials in red or blue at minor divisions of the text.,plainInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,,manuscript,,MS-FF-00004-00042,,Capitals highlighted in red.,initial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,,part,,,,"19r: at the opening of the Hours of the Virgin: a nine-line historiated initial D, executed by a third artistic hand. The figure style of this artist is related to the Bardolf-Vaux Psalter (London, Lambeth Palace Library, MS 233). Letter formed of interlaced vine stems, on coloured ground divided into quarters, formed alternately of red or blue chequered patterns. Contains scene depicting a woman (perhaps intended to represent the commissioner or an early owner of the manuscript) praying to seated Virgin and Child, on punched gold ground. London, Lambeth Palace Library, MS 233seated Virgin and Child79r: at the opening of the Penitential Psalms, a seven-line historiated initial D, executed by a fourth artistic hand. Letter formed of interlaced vine stems, on coloured ground divided into quarters, formed alternately of red or blue chequered patterns, which extend into the interstice of the letter. Contains Christ in Majesty, seated and holding a book, on a burnished, oval-shaped gold ground. Christ in Majesty",histInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"London, Lambeth Palace Library, MS 233",,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Ee.2.29",part,,,,1 large initial outlined in brown ink coloured with red ink on f. 151v.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Dd.5.76",part,,,,Spaces left blank for small (1-line) initials throughout.,unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,,manuscript,,MS-II-00006-00032,,"Figure with satchel, flanked by six small figures ()",miniature,41v,41v,41v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,,part,,,,"Four powdered gold initials, four to eight lines, decorated with interlace infill, zoomorphic and floral motifs, at beginning of Gospel Passion narratives: Et ligature (f. 2:3r), E (f. 2:13r), A (f. 2:22r), H (f. 2:32r).",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Add. 9309",manuscript,,MS-ADD-09309,,Sketches of human and animal figures on f. 1v in brown ink.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Ee.3.59",manuscript,,MS-EE-00003-00059,,: Godwin embraces Edward's brother Alured. Alured brought as a prisoner before King Harald Harefoot.,miniature,5v,5v,5v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Gg.4.6",manuscript,,MS-GG-00004-00006,,"Section and character rubrics throughout the text. Prompts for rubrics are frequently visible in the margins, though were not invariably completed (see, for example, f. 27v).",rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Kk.6.33",part,,,,Paraphs in red ink in the text on f. 14r.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,,part,,,,"Part V (pages 195-202): Light blue I initial with red and green arabesque endings, occupying most of page 195.",initial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Kk.6.30",part,,,,"Manicules drawn in margins in brown ink (e.g. ff. 5v, 14v, 15v, 17r, 22r, 37v, 38v, 39v, 40r, 41v, 42r, 44v, 45v).",colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,MS Gg.6.42,part,,,,"Citations of works from which the extracts are taken are specified by marginal rubrics, either simply framed with a line of blue ink or with simple flourishing (e.g. ff. ), and correlated with each abstract with a red signe de renvoi.",rubrication,7r–9r,7r,8r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Dd.8.12",part,,,,"Coloured initials at the start of each biblical book. There are minor variations in the execution of these initials but all are typically 6-12 lines high, the body of the initial outlined in black and filled in gold, the counterspaces (i.e. the space inside an 'o') filled with a dark blue ground and white pen-flourished decoration, the initial enclosed entirely within a square or rectangular frame outlined in a dark pink and filled with a lighter pink decorated with small clusters of white dots. The remainder of the first word following the large initial is typically written as white Lombardic capitals on a dark blue rectangular ground.",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Dd.5.5",manuscript,,MS-DD-00005-00005,,"Single-line initials in gold or blue, with contrasting black or red penwork infill and flourishing around the edges, interspersed within the columns of text.",colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Ff.6.51",part,,,,One-line initials alternatively in blue and red used in the table of contents on 64r.,colInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Ff.6.53",manuscript,,MS-FF-00006-00053,,"Human faces with red accents attached to capitals on or above the upper line on ff. 46v, 71r, 74v, and 117r, some with knotwork decoration.",cadel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Add. 3120",part,,,,"Large initials (6-11 lines) outlined in blue filled with penwork decoration in red and blue that also surrounds the letters on 3r, 43r, 58v.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Add. 4087",manuscript,,MS-ADD-04087,,Headers in red ink.,rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,,manuscript,,MS-GG-00001-00001,,"Ornamental and minor initials: Blue or purple initials (2-10 lines) on purple or blue and gold ground, with white ornamentation and foliage scroll infill (occasional human or animal heads), at beginning of remaining books (6v, 17r, 21v, 24r, 36v, 46r, 75v, 96r, 111r, 113v, 120r, 122r, 135r, 139v, 261r, 264r, 265r, 265v, 272r, 279v, 294v, 328v, 346r, 347r, 390v, 392v, 393r, 394v, 397v, 399v, 403r, 404v, 440r, 464v, 466v, 469r, 470v, 472v, 474r, 476v, 479v, 484v, 490r, 491r, 495r, 505r, 627r, 628r, 629v). Blue or red initials with red or blue penwork flourishing (2-7 lines) to chapters and subdivisions. Blue or purple initials (2-10 lines) on purple or blue and gold ground, with white ornamentation and foliage scroll infill (occasional human or animal heads), at beginning of remaining books (6v, 17r, 21v, 24r, 36v, 46r, 75v, 96r, 111r, 113v, 120r, 122r, 135r, 139v, 261r, 264r, 265r, 265v, 272r, 279v, 294v, 328v, 346r, 347r, 390v, 392v, 393r, 394v, 397v, 399v, 403r, 404v, 440r, 464v, 466v, 469r, 470v, 472v, 474r, 476v, 479v, 484v, 490r, 491r, 495r, 505r, 627r, 628r, 629v).Blue or red initials with red or blue penwork flourishing (2-7 lines) to chapters and subdivisions.",initial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Dd.6.29",manuscript,,MS-DD-00006-00029,,"Alternating gold and blue one-line initials with purple or red flourishes (ff. , , , , , , , , ).",flourInit,2v; 3v; 4v; 5v; 7v; 8v; 9v; 10v; 11v,2v 3v 4v 5v 7v 8v 9v 10v 11v,2v 3v 4v 5v 7v 8v 9v 10v 11v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,,manuscript,,MS-ADD-04126,,: Visitation (Lauds),miniature,37v,37v,37v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Add. 4085",manuscript,,MS-ADD-04085,,"ff. , : hunting scenes",border,3r; 29v,3r 29v,3r 29v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Gg.4.27(1)",part,,,,"Initials in blue, 2-6 lines, with infill and marginal flourishing in red ink, some containing faces within the interstices (e.g. ff. 93v, 112r, 349v, 454r, 478v) or human heads or animal heads sprouting from the sides of the initials (e.g. human heads on ff. 10v, 336r, 345v; animal heads on ff. 333v, 478v).",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,,manuscript,,MS-NN-00004-00001,,"Entry into Jerusalem (2/3 page, In uigilia natalis domini benedictio, )",miniature,46,46r,46r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Dd.8.19",part,,,,"There are no miniatures, but spaces were left for them on f. 4v and f. 8v, containing an instruction for the illuminator: Hic Imago (see Drimmer, ).The Art of Allusion (2019), pp. 91-92) Hic ImagoDrimmer, The Art of Allusion (2019), pp. 91-92)The Art of Allusion",unfilled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Drimmer, The Art of Allusion (2019), pp. 91-92)",,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Dd.10.44",part,,,,Paraphs in red ink.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,,manuscript,,MS-EE-00004-00024,,"Borders: shafts extending from initials, in blue, red, rose and gold, terminating in finials supporting or incorporating floral, human, animal and grotesque designs.",border,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Dd.13.3",manuscript,,MS-DD-00013-00003,,"Large quantity of marginal decoration, sketched in ink, comprising zoomorphic and floral motifs (f. 91r), scenes (ff. 188r, 189r), human faces, figures and grotesques (e.g. ff. 164v, 186r, 198r), occasionally touched in red ink, extending from cadel-like ascenders and descenders in the upper and lower margins, filling in capitals and framing catchwords and captions, often referring to their content (e.g. ff. 138r, 152r, 157r).",marginal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Ii.6.5",part,,,,"Inhabited initial - animal head with emerging foliage and flowers in the counterspace of the initial 'D', and marginal pen-flourishing (f. 104r).",decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Ii.6.39",part,,,,Regular (1 line) capitals highlighted in red ink.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,MS Dd.1.11,part,,,,"Two-line initials in red or blue, with contrasting pen infill and marginal flourishing in the same colours, marking subidivisions of the commentary.",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Ll.2.2",manuscript,,MS-LL-00002-00002,,Two-line initials in blue (ff. 15r-28v and 73r-84v).,decInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Dd.3.52",manuscript,,MS-DD-00003-00052,,"Headers in margins and within the text in red ink, occasionally in blue ink (e.g. ff. 83v, 137v, 242r).",rubrication,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Ii.3.21",part,,,,"Litterae notabiliores in the text of Boethius, touched with red.",plainInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Ee.1.15",part,,,,Large brown initials with cadels and minor decorative elements throughout (e.g. f. 65r).,plainInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Ii.6.17",manuscript,,MS-II-00006-00017,,Cadels in black ink attached to ascenders on the top lines and capitals.,cadel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Dd.5.53",part,,,,Capitals in brown or red ink decorated with cadels.,cadel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Kk.1.6",part,,,,Underlining and corrections in red ink.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Dd.15.15",part,,,,"Folios 52v, 54v-55v and 56v: examples of instructions left for the rubrication of chapter headings, written vertically along the fore-edge margin, and partially cropped. Similar instructions written along the edge of the lower margin of ff. 21r and 24r.",instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Dd.11.45",part,,,,"Magic squares, one with characters (so-called Zagam figure), and the others with numbers organised in grids on ff. 137v, 138r (2x), 138v (2x), 139r (2x), 139v.",diagrams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Hh.6.13",part,,,,One-line littera notabiliores highlighted in red throughout ff. 3r-85v.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, University Library, MS Gg.6.3",manuscript,,MS-GG-00006-00003,,Paraphs in red ink throughout the manuscript.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,,manuscript,,MS-DD-00001-00014,,"Blue or red chapter, verse and Psalm initials, from 2 lines to half-page in size, with red or blue penwork flourishing. Sometimes accompanied by full-length rectilinear borders in red and blue. Flourishes projecting from penwork initials often extend to the full length of the page (in the form of rectilinear borders in red and blue, extended with further flourishing into the upper and lower margins), and incorporate floral designs, foliage, grotesques (e.g. 227r, 266v, 269r) or dragons (266v, 337r, 358v).",flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, Trinity College, MS R.14.41",part,,,,Small (1 line) regular initials highlighted with red ink.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, Trinity College, MS O.7.23",manuscript,,MS-TRINITY-COLLEGE-O-00007-00023,,Plain initials highlighted in red ink on on (f. 1r) only.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, Trinity College, MS O.2.13",part,,,,Regular initial in brown ink occasionally highlighted with red ink.,other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, Trinity College, MS O.7.20",part,,,,Large (2-3 lines) blue initials with penwork decoration in red ink inside the letter and pen-flourishing in red ink extending into the inner margins.,flourInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_deco_5,manuscript_1,,,"Cambridge, Trinity College, MS R.14.52",manuscript,,MS-TRINITY-COLLEGE-R-00014-00052,,Small (1 line) plain initials in red ink.,plainInit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
