metadata: measurement UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: part,metadata: part ID,metadata: part type,rolls: height,rolls: height max,rolls: height min,rolls: width,rolls: width max,rolls: width min,rolls: unit,fragments: height,fragments: height max,fragments: height min,fragments: width,fragments: width max,fragments: width min,fragments: unit,leaves: n,leaves: height,leaves: height max,leaves: height min,leaves: width,leaves: width max,leaves: width min,leaves: depth,leaves: depth max,leaves: depth min,leaves: unit,columns: n,columns: n max,columns: n min,columns: height,columns: height max,columns: height min,columns: width,columns: width max,columns: width min,columns: unit,written area: n,written area: n max,written area: n min,written area: height,written area: height max,written area: height min,written area: width,written area: width max,written area: width min,written area: unit,ruling: n,ruling: n max,ruling: n min,ruling: height,ruling: height max,ruling: height min,ruling: width,ruling: width max,ruling: width min,ruling: unit,ruling: medium,ruling: top line
Exeter_College_MS_29_measure_3,manuscript_11025,Exeter_College,Exeter_College_MS_29,Exeter College MS. 29,,Exeter_College_MS_29-partB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_29_measure_4,manuscript_11025,Exeter_College,Exeter_College_MS_29,Exeter College MS. 29,,Exeter_College_MS_29-part-starC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_30_measure_1,manuscript_11026,Exeter_College,Exeter_College_MS_30,Exeter College MS. 30,,Exeter_College_MS_30,,,,,,,,,,,,,,,,,385.0,385.0,385.0,240.0,240.0,240.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_31_measure_1,manuscript_11027,Exeter_College,Exeter_College_MS_31,Exeter College MS. 31,,Exeter_College_MS_31,,,,,,,,,,,,,,,,,353.0,353.0,353.0,245.0,245.0,245.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_31_measure_2,manuscript_11027,Exeter_College,Exeter_College_MS_31,Exeter College MS. 31,,Exeter_College_MS_31-part-starA,fragment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_31_measure_3,manuscript_11027,Exeter_College,Exeter_College_MS_31,Exeter College MS. 31,,Exeter_College_MS_31-partB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_31_measure_4,manuscript_11027,Exeter_College,Exeter_College_MS_31,Exeter College MS. 31,,Exeter_College_MS_31-partC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_31_measure_5,manuscript_11027,Exeter_College,Exeter_College_MS_31,Exeter College MS. 31,,Exeter_College_MS_31-partD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_31_measure_6,manuscript_11027,Exeter_College,Exeter_College_MS_31,Exeter College MS. 31,,Exeter_College_MS_31-partE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_32_measure_1,manuscript_11028,Exeter_College,Exeter_College_MS_32,Exeter College MS. 32,,Exeter_College_MS_32,,,,,,,,,,,,,,,,,280.0,280.0,280.0,220.0,220.0,220.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_32_measure_2,manuscript_11028,Exeter_College,Exeter_College_MS_32,Exeter College MS. 32,,Exeter_College_MS_32,,,,,,,,,,,,,,,,,280.0,280.0,280.0,220.0,220.0,220.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_33_measure_1,manuscript_11029,Exeter_College,Exeter_College_MS_33,Exeter College MS. 33,,Exeter_College_MS_33,,,,,,,,,,,,,,,,,343.0,343.0,343.0,240.0,240.0,240.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_35_measure_1,manuscript_11030,Exeter_College,Exeter_College_MS_35,Exeter College MS. 35,,Exeter_College_MS_35-part-starA,fragment,,,,,,,,,,,,,,,,225.0,225.0,225.0,150.0,150.0,150.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_35_measure_10,manuscript_11030,Exeter_College,Exeter_College_MS_35,Exeter College MS. 35,,Exeter_College_MS_35-partH,,,,,,,,,,,,,,,,,255.0,255.0,255.0,165.0,165.0,165.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_35_measure_11,manuscript_11030,Exeter_College,Exeter_College_MS_35,Exeter College MS. 35,,Exeter_College_MS_35-partI,,,,,,,,,,,,,,,,,255 235,255 235,255 235,165 165,165 165,165 165,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_35_measure_12,manuscript_11030,Exeter_College,Exeter_College_MS_35,Exeter College MS. 35,,Exeter_College_MS_35-partJ,,,,,,,,,,,,,,,,,255 235,255 235,255 235,165 165,165 165,165 165,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_35_measure_2,manuscript_11030,Exeter_College,Exeter_College_MS_35,Exeter College MS. 35,,Exeter_College_MS_35-partB,,,,,,,,,,,,,,,,,253 230,253 230,253 230,160 138,160 138,160 138,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_35_measure_3,manuscript_11030,Exeter_College,Exeter_College_MS_35,Exeter College MS. 35,,Exeter_College_MS_35-partC,,,,,,,,,,,,,,,,,255.0,255.0,255.0,165.0,165.0,165.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_35_measure_4,manuscript_11030,Exeter_College,Exeter_College_MS_35,Exeter College MS. 35,,Exeter_College_MS_35-partD,,,,,,,,,,,,,,,,,255.0,255.0,255.0,165.0,165.0,165.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_35_measure_5,manuscript_11030,Exeter_College,Exeter_College_MS_35,Exeter College MS. 35,,Exeter_College_MS_35-partE,,,,,,,,,,,,,,,,,205.0,205.0,205.0,165.0,165.0,165.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_35_measure_6,manuscript_11030,Exeter_College,Exeter_College_MS_35,Exeter College MS. 35,,Exeter_College_MS_35-partE,,,,,,,,,,,,,,,,,205.0,205.0,205.0,165.0,165.0,165.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_35_measure_7,manuscript_11030,Exeter_College,Exeter_College_MS_35,Exeter College MS. 35,,Exeter_College_MS_35-partF,,,,,,,,,,,,,,,,,255.0,255.0,255.0,165.0,165.0,165.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_35_measure_8,manuscript_11030,Exeter_College,Exeter_College_MS_35,Exeter College MS. 35,,Exeter_College_MS_35-partG,,,,,,,,,,,,,,,,,255 212,255 212,255 212,165 135,165 135,165 135,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_35_measure_9,manuscript_11030,Exeter_College,Exeter_College_MS_35,Exeter College MS. 35,,Exeter_College_MS_35-partG,,,,,,,,,,,,,,,,,255 212,255 212,255 212,165 135,165 135,165 135,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_36_measure_1,manuscript_11031,Exeter_College,Exeter_College_MS_36,Exeter College MS. 36,,Exeter_College_MS_36,,,,,,,,,,,,,,,,,330.0,330.0,330.0,230.0,230.0,230.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_36_measure_2,manuscript_11031,Exeter_College,Exeter_College_MS_36,Exeter College MS. 36,,Exeter_College_MS_36,,,,,,,,,,,,,,,,,330.0,330.0,330.0,230.0,230.0,230.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_36_measure_3,manuscript_11031,Exeter_College,Exeter_College_MS_36,Exeter College MS. 36,,Exeter_College_MS_36,,,,,,,,,,,,,,,,,330.0,330.0,330.0,230.0,230.0,230.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_36_measure_4,manuscript_11031,Exeter_College,Exeter_College_MS_36,Exeter College MS. 36,,Exeter_College_MS_36,,,,,,,,,,,,,,,,,330.0,330.0,330.0,230.0,230.0,230.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_36_measure_5,manuscript_11031,Exeter_College,Exeter_College_MS_36,Exeter College MS. 36,,Exeter_College_MS_36,,,,,,,,,,,,,,,,,330.0,330.0,330.0,230.0,230.0,230.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_36_measure_6,manuscript_11031,Exeter_College,Exeter_College_MS_36,Exeter College MS. 36,,Exeter_College_MS_36,,,,,,,,,,,,,,,,,330.0,330.0,330.0,230.0,230.0,230.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_37_measure_1,manuscript_11032,Exeter_College,Exeter_College_MS_37,Exeter College MS. 37,,Exeter_College_MS_37,,,,,,,,,,,,,,,,,307.0,307.0,307.0,225.0,225.0,225.0,,,,mm,,,,,,,,,,,,,,238.0,238.0,238.0,75.0,75.0,75.0,mm,,,,,,,,,,,,
Exeter_College_MS_38_measure_1,manuscript_11033,Exeter_College,Exeter_College_MS_38,Exeter College MS. 38,,Exeter_College_MS_38,,,,,,,,,,,,,,,,,340.0,340.0,340.0,220.0,220.0,220.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_39_measure_1,manuscript_11034,Exeter_College,Exeter_College_MS_39,Exeter College MS. 39,,Exeter_College_MS_39,,,,,,,,,,,,,,,,,320.0,320.0,320.0,215.0,215.0,215.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_39_measure_2,manuscript_11034,Exeter_College,Exeter_College_MS_39,Exeter College MS. 39,,Exeter_College_MS_39,,,,,,,,,,,,,,,,,320.0,320.0,320.0,215.0,215.0,215.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_40_measure_1,manuscript_11035,Exeter_College,Exeter_College_MS_40,Exeter College MS. 40,,Exeter_College_MS_40,,,,,,,,,,,,,,,,,345.0,345.0,345.0,245.0,245.0,245.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_41_measure_1,manuscript_11036,Exeter_College,Exeter_College_MS_41,Exeter College MS. 41,,Exeter_College_MS_41,,,,,,,,,,,,,,,,,340.0,340.0,340.0,220.0,220.0,220.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_41_measure_2,manuscript_11036,Exeter_College,Exeter_College_MS_41,Exeter College MS. 41,,Exeter_College_MS_41-partA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_41_measure_3,manuscript_11036,Exeter_College,Exeter_College_MS_41,Exeter College MS. 41,,Exeter_College_MS_41-partB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_42_measure_1,manuscript_11037,Exeter_College,Exeter_College_MS_42,Exeter College MS. 42,,Exeter_College_MS_42,,,,,,,,,,,,,,,,,330.0,330.0,330.0,210.0,210.0,210.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_42_measure_2,manuscript_11037,Exeter_College,Exeter_College_MS_42,Exeter College MS. 42,,Exeter_College_MS_42,,,,,,,,,,,,,,,,,330.0,330.0,330.0,210.0,210.0,210.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_43_measure_1,manuscript_11038,Exeter_College,Exeter_College_MS_43,Exeter College MS. 43,,Exeter_College_MS_43,,,,,,,,,,,,,,,,,348.0,348.0,348.0,215.0,215.0,215.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_44_measure_1,manuscript_11039,Exeter_College,Exeter_College_MS_44,Exeter College MS. 44,,Exeter_College_MS_44,,,,,,,,,,,,,,,,,310.0,310.0,310.0,220.0,220.0,220.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_45_measure_1,manuscript_11040,Exeter_College,Exeter_College_MS_45,Exeter College MS. 45,,Exeter_College_MS_45,,,,,,,,,,,,,,,,,452.0,452.0,452.0,215.0,215.0,215.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_46_measure_1,manuscript_11041,Exeter_College,Exeter_College_MS_46,Exeter College MS. 46,,Exeter_College_MS_46,,,,,,,,,,,,,,,,,295.0,295.0,295.0,200.0,200.0,200.0,,,,mm,,,,,,,,,,,,,,170.0,170.0,170.0,110.0,110.0,110.0,mm,,,,,,,,,,,,
Exeter_College_MS_47_measure_1,manuscript_11042,Exeter_College,Exeter_College_MS_47,Exeter College MS. 47,,Exeter_College_MS_47,,,,,,,,,,,,,,,,,286.0,286.0,286.0,195.0,195.0,195.0,,,,mm,,,,,,,,,,,,,,100.0,100.0,100.0,80.0,80.0,80.0,mm,,,,,,,,,,,,
Exeter_College_MS_49_measure_1,manuscript_11043,Exeter_College,Exeter_College_MS_49,Exeter College MS. 49,,Exeter_College_MS_49,,,,,,,,,,,,,,,,,130.0,130.0,130.0,100.0,100.0,100.0,,,,mm,,,,,,,,,,,,,,92.0,92.0,92.0,70.0,70.0,70.0,mm,,,,,,,,,,,,
Exeter_College_MS_50_measure_1,manuscript_11044,Exeter_College,Exeter_College_MS_50,Exeter College MS. 50,,Exeter_College_MS_50,,,,,,,,,,,,,,,,,132.0,132.0,132.0,95.0,95.0,95.0,,,,mm,,,,,,,,,,,,,,85.0,85.0,85.0,70.0,70.0,70.0,mm,,,,,,,,,,,,
Exeter_College_MS_50_measure_2,manuscript_11044,Exeter_College,Exeter_College_MS_50,Exeter College MS. 50,,Exeter_College_MS_50,,,,,,,,,,,,,,,,,132.0,132.0,132.0,95.0,95.0,95.0,,,,mm,,,,,,,,,,,,,,85.0,85.0,85.0,70.0,70.0,70.0,mm,,,,,,,,,,,,
Exeter_College_MS_51_measure_1,manuscript_11045,Exeter_College,Exeter_College_MS_51,Exeter College MS. 51,,Exeter_College_MS_51,,,,,,,,,,,,,,,,,410.0,410.0,410.0,280.0,280.0,280.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_52_measure_1,manuscript_11046,Exeter_College,Exeter_College_MS_52,Exeter College MS. 52,,Exeter_College_MS_52,,,,,,,,,,,,,,,,,400.0,400.0,400.0,270.0,270.0,270.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_53_measure_1,manuscript_11047,Exeter_College,Exeter_College_MS_53,Exeter College MS. 53,,Exeter_College_MS_53,,,,,,,,,,,,,,,,,412.0,412.0,412.0,275.0,275.0,275.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_54_measure_1,manuscript_11048,Exeter_College,Exeter_College_MS_54,Exeter College MS. 54,,Exeter_College_MS_54,,,,,,,,,,,,,,,,,410.0,410.0,410.0,370.0,370.0,370.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_55_measure_1,manuscript_11049,Exeter_College,Exeter_College_MS_55,Exeter College MS. 55,,Exeter_College_MS_55,,,,,,,,,,,,,,,,,420.0,420.0,420.0,280.0,280.0,280.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_56_measure_1,manuscript_11050,Exeter_College,Exeter_College_MS_56,Exeter College MS. 56,,Exeter_College_MS_56,,,,,,,,,,,,,,,,,410.0,410.0,410.0,280.0,280.0,280.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_57_measure_1,manuscript_11051,Exeter_College,Exeter_College_MS_57,Exeter College MS. 57,,Exeter_College_MS_57,,,,,,,,,,,,,,,,,410.0,410.0,410.0,270.0,270.0,270.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_58_measure_1,manuscript_11052,Exeter_College,Exeter_College_MS_58,Exeter College MS. 58,,Exeter_College_MS_58,,,,,,,,,,,,,,,,,418.0,418.0,418.0,280.0,280.0,280.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_59_measure_1,manuscript_11053,Exeter_College,Exeter_College_MS_59,Exeter College MS. 59,,Exeter_College_MS_59,,,,,,,,,,,,,,,,,420.0,420.0,420.0,270.0,270.0,270.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_60_measure_1,manuscript_11054,Exeter_College,Exeter_College_MS_60,Exeter College MS. 60,,Exeter_College_MS_60,,,,,,,,,,,,,,,,,410.0,410.0,410.0,280.0,280.0,280.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_61_measure_1,manuscript_11055,Exeter_College,Exeter_College_MS_61,Exeter College MS. 61,,Exeter_College_MS_61,,,,,,,,,,,,,,,,,415.0,415.0,415.0,280.0,280.0,280.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_62_measure_1,manuscript_11056,Exeter_College,Exeter_College_MS_62,Exeter College MS. 62,,Exeter_College_MS_62,,,,,,,,,,,,,,,,,410.0,410.0,410.0,280.0,280.0,280.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_63_measure_1,manuscript_11057,Exeter_College,Exeter_College_MS_63,Exeter College MS. 63,,Exeter_College_MS_63,,,,,,,,,,,,,,,,,375.0,375.0,375.0,260.0,260.0,260.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_64_measure_1,manuscript_11058,Exeter_College,Exeter_College_MS_64,Exeter College MS. 64,,Exeter_College_MS_64,,,,,,,,,,,,,,,,,405.0,405.0,405.0,285.0,285.0,285.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_65_measure_1,manuscript_11059,Exeter_College,Exeter_College_MS_65,Exeter College MS. 65,,Exeter_College_MS_65,,,,,,,,,,,,,,,,,410.0,410.0,410.0,285.0,285.0,285.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_66_measure_1,manuscript_11060,Exeter_College,Exeter_College_MS_66,Exeter College MS. 66,,Exeter_College_MS_66,,,,,,,,,,,,,,,,,418.0,418.0,418.0,280.0,280.0,280.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_67_measure_1,manuscript_11061,Exeter_College,Exeter_College_MS_67,Exeter College MS. 67,,Exeter_College_MS_67,,,,,,,,,,,,,,,,,415.0,415.0,415.0,280.0,280.0,280.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_68_measure_1,manuscript_11062,Exeter_College,Exeter_College_MS_68,Exeter College MS. 68,,Exeter_College_MS_68,,,,,,,,,,,,,,,,,412.0,412.0,412.0,185.0,185.0,185.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_69_measure_1,manuscript_11063,Exeter_College,Exeter_College_MS_69,Exeter College MS. 69,,Exeter_College_MS_69,,,,,,,,,,,,,,,,,192.0,192.0,192.0,130.0,130.0,130.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_69_measure_2,manuscript_11063,Exeter_College,Exeter_College_MS_69,Exeter College MS. 69,,Exeter_College_MS_69-partA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_69_measure_3,manuscript_11063,Exeter_College,Exeter_College_MS_69,Exeter College MS. 69,,Exeter_College_MS_69-partB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_87_measure_1,manuscript_11064,Exeter_College,Exeter_College_MS_87,Exeter College MS. 87,,Exeter_College_MS_87,,,,,,,,,,,,,,,,,308.0,308.0,308.0,200.0,200.0,200.0,,,,mm,,,,,,,,,,,,,,205–220,220.0,205.0,135–140,140.0,135.0,mm,,,,,,,,,,,,
Exeter_College_MS_115_measure_1,manuscript_11065,Exeter_College,Exeter_College_MS_115,Exeter College MS. 115,,Exeter_College_MS_115,,,,,,,,,,,,,,,,,312 308 50 65,312 308 50 65,312 308 50 65,225 210 210 155,225 210 210 155,225 210 210 155,,,,mm,,,,,,,,,,,,,,c. 210–220,220.0,210.0,140–150,150.0,140.0,mm,,,,,,,,,,,,
Exeter_College_MS_115_measure_2,manuscript_11065,Exeter_College,Exeter_College_MS_115,Exeter College MS. 115,,Exeter_College_MS_115,,,,,,,,,,,,,,,,,312 308 50 65,312 308 50 65,312 308 50 65,225 210 210 155,225 210 210 155,225 210 210 155,,,,mm,,,,,,,,,,,,,,c. 210–220,220.0,210.0,140–150,150.0,140.0,mm,,,,,,,,,,,,
Exeter_College_MS_115_measure_3,manuscript_11065,Exeter_College,Exeter_College_MS_115,Exeter College MS. 115,,Exeter_College_MS_115,,,,,,,,,,,,,,,,,312 308 50 65,312 308 50 65,312 308 50 65,225 210 210 155,225 210 210 155,225 210 210 155,,,,mm,,,,,,,,,,,,,,c. 210–220,220.0,210.0,140–150,150.0,140.0,mm,,,,,,,,,,,,
Exeter_College_MS_129_measure_1,manuscript_11066,Exeter_College,Exeter_College_MS_129,Exeter College MS. 129,,Exeter_College_MS_129,,,,,,,,,,,,,,,,,388.0,388.0,388.0,265.0,265.0,265.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_134_measure_1,manuscript_11067,Exeter_College,Exeter_College_MS_134,Exeter College MS. 134,,Exeter_College_MS_134,,,,,,,,,,,,,,,,,310.0,310.0,310.0,215.0,215.0,215.0,,,,mm,,,,,,,,,,,,,,220.0,220.0,220.0,c. 45,c. 45,c. 45,mm,,,,,,,,,,,,
Exeter_College_MS_153_measure_1,manuscript_11068,Exeter_College,Exeter_College_MS_153,Exeter College MS. 153,,Exeter_College_MS_153,,,,,,,,,,,,,,,,,247.0,247.0,247.0,170.0,170.0,170.0,,,,mm,,,,,,,,,,,,,,c. 180–190,190.0,180.0,80.0,80.0,80.0,mm,,,,,,,,,,,,
Exeter_College_MS_158_measure_1,manuscript_11069,Exeter_College,Exeter_College_MS_158,Exeter College MS. 158,,Exeter_College_MS_158,,,,,,,,,,,,,,,,,217.0,217.0,217.0,160.0,160.0,160.0,,,,mm,,,,,,,,,,,,,,160–165,165.0,160.0,110–118,118.0,110.0,mm,,,,,,,,,,,,
Exeter_College_MS_159_measure_1,manuscript_11070,Exeter_College,Exeter_College_MS_159,Exeter College MS. 159,,Exeter_College_MS_159,,,,,,,,,,,,,,,,,190.0,190.0,190.0,135.0,135.0,135.0,,,,mm,,,,,,,,,,,,,,c. 130,c. 130,c. 130,75.0,75.0,75.0,mm,,,,,,,,,,,,
Exeter_College_MS_167_measure_1,manuscript_11071,Exeter_College,Exeter_College_MS_167,Exeter College MS. 167,,Exeter_College_MS_167,,,,,,,,,,,,,,,,,193.0,193.0,193.0,52.0,52.0,52.0,,,,mm,,,,,,,,,,,,,,120.0,120.0,120.0,85–90,90.0,85.0,mm,,,,,,,,,,,,
Exeter_College_MS_186_measure_1,manuscript_11072,Exeter_College,Exeter_College_MS_186,Exeter College MS. 186,,Exeter_College_MS_186,,,,,,,,,,,,,,,,,340.0,340.0,340.0,235.0,235.0,235.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_187_measure_1,manuscript_11073,Exeter_College,Exeter_College_MS_187,Exeter College MS. 187,,Exeter_College_MS_187,,,,,,,,,,,,,,,,,223.0,223.0,223.0,140.0,140.0,140.0,,,,mm,,,,,,,,,,,,,,160.0,160.0,160.0,60–75,60–75,60–75,mm,,,,,,,,,,,,
Exeter_College_MS_188_measure_1,manuscript_11074,Exeter_College,Exeter_College_MS_188,Exeter College MS. 188,,Exeter_College_MS_188,,,,,,,,,,,,,,,,,245.0,245.0,245.0,160.0,160.0,160.0,,,,mm,,,,,,,,,,,,,,160.0,160.0,160.0,c. 90,c. 90,c. 90,mm,,,,,,,,,,,,
Exeter_College_MS_189_measure_1,manuscript_11075,Exeter_College,Exeter_College_MS_189,Exeter College MS 189,,Exeter_College_MS_189-fragment1,,,,,,,,,,,,,,,,,260.0,260.0,260.0,195.0,195.0,195.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exeter_College_MS_189_measure_2,manuscript_11075,Exeter_College,Exeter_College_MS_189,Exeter College MS 189,,Exeter_College_MS_189-fragment2,,,,,,,,,,,,,,,,,c. 260,c. 260,c. 260,160–65,165.0,160.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinity_College_MS_93_measure_1,manuscript_11184,Trinity_College,Trinity_College_MS_93,Trinity College MS. 93,,Trinity_College_MS_93,,,,,,,,,,,,,,,,,206.0,206.0,206.0,138.0,138.0,138.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_1_measure_1,manuscript_12001,St_Johns_College,St_Johns_College_MS_1,St John's College MS 1,,St_Johns_College_MS_1,,,,,,,,,,,,,,,,321.0,460.0,460.0,460.0,325.0,325.0,325.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_1_measure_2,manuscript_12001,St_Johns_College,St_Johns_College_MS_1,St John's College MS 1,An added Booklet 2 = fols. 316–21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,32.0,32.0,32.0,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_2_measure_1,manuscript_12002,St_Johns_College,St_Johns_College_MS_2,St John's College MS 2,,St_Johns_College_MS_2,,,,,,,,,,,,,,,,378.0,435.0,435.0,435.0,295.0,295.0,295.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_4_measure_1,manuscript_12004,St_Johns_College,St_Johns_College_MS_4,St John's College MS 4,,St_Johns_College_MS_4,,,,,,,,,,,,,,,,,400.0,400.0,400.0,260.0,260.0,260.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St_Johns_College_MS_5_measure_1,manuscript_12005,St_Johns_College,St_Johns_College_MS_5,St John's College MS 5,,St_Johns_College_MS_5,,,,,,,,,,,,,,,,182.0,405.0,405.0,405.0,295.0,295.0,295.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
