metadata: measurement UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: part,metadata: part ID,metadata: part type,rolls: height,rolls: height max,rolls: height min,rolls: width,rolls: width max,rolls: width min,rolls: unit,fragments: height,fragments: height max,fragments: height min,fragments: width,fragments: width max,fragments: width min,fragments: unit,leaves: n,leaves: height,leaves: height max,leaves: height min,leaves: width,leaves: width max,leaves: width min,leaves: depth,leaves: depth max,leaves: depth min,leaves: unit,columns: n,columns: n max,columns: n min,columns: height,columns: height max,columns: height min,columns: width,columns: width max,columns: width min,columns: unit,written area: n,written area: n max,written area: n min,written area: height,written area: height max,written area: height min,written area: width,written area: width max,written area: width min,written area: unit,ruling: n,ruling: n max,ruling: n min,ruling: height,ruling: height max,ruling: height min,ruling: width,ruling: width max,ruling: width min,ruling: unit,ruling: medium,ruling: top line
MSS_Canon_Bibl_Lat_54–5_measure_5,manuscript_2025,Canon_Bibl_Lat,MSS_Canon_Bibl_Lat_54–5,MSS. Canon. Bibl. Lat. 54-5,,,volume,,,,,,,,,,,,,,,,308.0,308.0,308.0,215.0,215.0,215.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_14_measure_1,manuscript_2032,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_14,MS. Canon. Bibl. Lat. 14,,MS_Canon_Bibl_Lat_14,,,,,,,,,,,,,,,,,152.0,152.0,152.0,110.0,110.0,110.0,,,,mm,,,,,,,,,,,,,,98.0,98.0,98.0,69.0,69.0,69.0,mm,,,,,,,,,,,,
MS_Canon_Bibl_Lat_18_measure_1,manuscript_2036,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_18,MS. Canon. Bibl. Lat. 18,,MS_Canon_Bibl_Lat_18,,,,,,,,,,,,,,,,,150.0,150.0,150.0,110.0,110.0,110.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_19_measure_1,manuscript_2037,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_19,MS. Canon. Bibl. Lat. 19,,MS_Canon_Bibl_Lat_19,,,,,,,,,,,,,,,,,156.0,156.0,156.0,108.0,108.0,108.0,,,,mm,,,,,,,,,,,,,,111.0,111.0,111.0,72.0,72.0,72.0,mm,,,,,,,,,,,,
MS_Canon_Bibl_Lat_2_measure_1,manuscript_2038,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_2,MS. Canon. Bibl. Lat. 2,,MS_Canon_Bibl_Lat_2,,,,,,,,,,,,,,,,,225.0,225.0,225.0,130.0,130.0,130.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_27_measure_1,manuscript_2041,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_27,MS. Canon. Bibl. Lat. 27,,MS_Canon_Bibl_Lat_27,,,,,,,,,,,,,,,,,325.0,325.0,325.0,230.0,230.0,230.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_28_measure_1,manuscript_2042,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_28,MS. Canon. Bibl. Lat. 28,,MS_Canon_Bibl_Lat_28,,,,,,,,,,,,,,,,,330.0,330.0,330.0,235.0,235.0,235.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_29_measure_1,manuscript_2043,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_29,MS. Canon. Bibl. Lat. 29,,MS_Canon_Bibl_Lat_29,,,,,,,,,,,,,,,,,305.0,305.0,305.0,220.0,220.0,220.0,,,,mm,,,,,,,,,,,,,,210.0,210.0,210.0,125.0,125.0,125.0,mm,,,,,,,,,,,,
MS_Canon_Bibl_Lat_30_measure_1,manuscript_2045,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_30,MS. Canon. Bibl. Lat. 30,,MS_Canon_Bibl_Lat_30,,,,,,,,,,,,,,,,,321.0,321.0,321.0,200.0,200.0,200.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_38_measure_1,manuscript_2053,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_38,MS. Canon. Bibl. Lat. 38,,MS_Canon_Bibl_Lat_38,,,,,,,,,,,,,,,,,265.0,265.0,265.0,200.0,200.0,200.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_38_measure_2,manuscript_2053,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_38,MS. Canon. Bibl. Lat. 38,,MS_Canon_Bibl_Lat_38,,,,,,,,,,,,,,,,,265.0,265.0,265.0,200.0,200.0,200.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_38_measure_3,manuscript_2053,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_38,MS. Canon. Bibl. Lat. 38,,MS_Canon_Bibl_Lat_38,,,,,,,,,,,,,,,,,265.0,265.0,265.0,200.0,200.0,200.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_42_measure_1,manuscript_2058,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_42,MS. Canon. Bibl. Lat. 42,,MS_Canon_Bibl_Lat_42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_42_measure_2,manuscript_2058,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_42,MS. Canon. Bibl. Lat. 42,MS. Canon. Bibl. Lat. 42 – Part A,MS_Canon_Bibl_Lat_42-part1,,,,,,,,,,,,,,,,,256.0,256.0,256.0,180.0,180.0,180.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_42_measure_3,manuscript_2058,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_42,MS. Canon. Bibl. Lat. 42,MS. Canon. Bibl. Lat. 42 – Part B,MS_Canon_Bibl_Lat_42-part2,,,,,,,,,,,,,,,,,258.0,258.0,258.0,167.0,167.0,167.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_42_measure_4,manuscript_2058,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_42,MS. Canon. Bibl. Lat. 42,MS. Canon. Bibl. Lat. 42 – Part C,MS_Canon_Bibl_Lat_42-part3,,,,,,,,,,,,,,,,,248.0,248.0,248.0,170.0,170.0,170.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_43_measure_1,manuscript_2059,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_43,MS. Canon. Bibl. Lat. 43,,MS_Canon_Bibl_Lat_43,,,,,,,,,,,,,,,,,255.0,255.0,255.0,170.0,170.0,170.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_44b_measure_1,manuscript_2061,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_44b,MS. Canon. Bibl. Lat. 44b,,MS_Canon_Bibl_Lat_44b,,,,,,,,,,,,,,,,,230.0,230.0,230.0,165.0,165.0,165.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_44b_measure_2,manuscript_2061,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_44b,MS. Canon. Bibl. Lat. 44b,,MS_Canon_Bibl_Lat_44b,,,,,,,,,,,,,,,,,230.0,230.0,230.0,165.0,165.0,165.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_45_measure_1,manuscript_2062,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_45,MS. Canon. Bibl. Lat. 45,,MS_Canon_Bibl_Lat_45,,,,,,,,,,,,,,,,,215.0,215.0,215.0,155.0,155.0,155.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_46_measure_1,manuscript_2063,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_46,MS. Canon. Bibl. Lat. 46,,MS_Canon_Bibl_Lat_46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_47_measure_1,manuscript_2064,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_47,MS. Canon. Bibl. Lat. 47,,MS_Canon_Bibl_Lat_47,,,,,,,,,,,,,,,,,212.0,212.0,212.0,153.0,153.0,153.0,,,,mm,,,,,,,,,,,,,,143.0,143.0,143.0,102.0,102.0,102.0,mm,,,,,,,,,,,,
MS_Canon_Bibl_Lat_48_measure_1,manuscript_2065,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_48,MS. Canon. Bibl. Lat. 48,,MS_Canon_Bibl_Lat_48,,,,,,,,,,,,,,,,,207.0,207.0,207.0,155.0,155.0,155.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_48_measure_2,manuscript_2065,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_48,MS. Canon. Bibl. Lat. 48,,MS_Canon_Bibl_Lat_48,,,,,,,,,,,,,,,,,207.0,207.0,207.0,155.0,155.0,155.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_60_measure_1,manuscript_2077,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_60,MS. Canon. Bibl. Lat. 60,,MS_Canon_Bibl_Lat_60,,,,,,,,,,,,,,,,,315.0,315.0,315.0,230.0,230.0,230.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_61_measure_1,manuscript_2078,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_61,MS. Canon. Bibl. Lat. 61,,MS_Canon_Bibl_Lat_61,,,,,,,,,,,,,,,,,285.0,285.0,285.0,190.0,190.0,190.0,,,,mm,,,,,,,,,,,,,,200.0,200.0,200.0,100.0,100.0,100.0,mm,,,,,,,,,,,,
MS_Canon_Bibl_Lat_76_measure_1,manuscript_2089,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_76,MS. Canon. Bibl. Lat. 76,,MS_Canon_Bibl_Lat_76,,,,,,,,,,,,,,,,,c. 417–19,419.0,417.0,305–10,310.0,305.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_8_measure_1,manuscript_2093,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_8,MS. Canon. Bibl. Lat. 8,,MS_Canon_Bibl_Lat_8,,,,,,,,,,,,,,,,,178.0,178.0,178.0,112.0,112.0,112.0,,,,mm,,,,,,,,,,,,,,121.0,121.0,121.0,80.0,80.0,80.0,mm,,,,,,,,,,,,
MS_Canon_Bibl_Lat_8_measure_2,manuscript_2093,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_8,MS. Canon. Bibl. Lat. 8,,MS_Canon_Bibl_Lat_8,,,,,,,,,,,,,,,,,178.0,178.0,178.0,112.0,112.0,112.0,,,,mm,,,,,,,,,,,,,,121.0,121.0,121.0,80.0,80.0,80.0,mm,,,,,,,,,,,,
MS_Canon_Bibl_Lat_84_measure_1,manuscript_2098,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_84,MS. Canon. Bibl. Lat. 84,,MS_Canon_Bibl_Lat_84,,,,,,,,,,,,,,,,,198.0,198.0,198.0,145.0,145.0,145.0,,,,mm,,,,,,,,,,,,,,135.0,135.0,135.0,92.0,92.0,92.0,mm,,,,,,,,,,,,
MS_Canon_Bibl_Lat_85_measure_1,manuscript_2099,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_85,MS. Canon. Bibl. Lat. 85,,MS_Canon_Bibl_Lat_85,,,,,,,,,,,,,,,,,220.0,220.0,220.0,150.0,150.0,150.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Bibl_Lat_87_measure_1,manuscript_2101,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_87,MS. Canon. Bibl. Lat. 87,,MS_Canon_Bibl_Lat_87,,,,,,,,,,,,,,,,,240.0,240.0,240.0,170.0,170.0,170.0,,,,mm,,,,,,,,,,,,,,170–80,180.0,170.0,120.0,120.0,120.0,mm,,,,,,,,,,,,
MS_Canon_Bibl_Lat_91_measure_1,manuscript_2106,Canon_Bibl_Lat,MS_Canon_Bibl_Lat_91,MS. Canon. Bibl. Lat. 91,,MS_Canon_Bibl_Lat_91,,,,,,,,,,,,,,,,,140.0,140.0,140.0,106.0,106.0,106.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_10_measure_1,manuscript_2110,Canon_Class_Lat,MS_Canon_Class_Lat_10,MS. Canon. Class. Lat. 10,,MS_Canon_Class_Lat_10,,,,,,,,,,,,,,,,,237.0,237.0,237.0,175.0,175.0,175.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_101_measure_1,manuscript_2112,Canon_Class_Lat,MS_Canon_Class_Lat_101,MS. Canon. Class. Lat. 101,,MS_Canon_Class_Lat_101,,,,,,,,,,,,,,,,,260.0,260.0,260.0,170.0,170.0,170.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_104_measure_1,manuscript_2115,Canon_Class_Lat,MS_Canon_Class_Lat_104,MS. Canon. Class. Lat. 104,,MS_Canon_Class_Lat_104,,,,,,,,,,,,,,,,,235.0,235.0,235.0,167.0,167.0,167.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_108_measure_1,manuscript_2118,Canon_Class_Lat,MS_Canon_Class_Lat_108,MS. Canon. Class. Lat. 108,,MS_Canon_Class_Lat_108,,,,,,,,,,,,,,,,,292.0,292.0,292.0,200.0,200.0,200.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_11_measure_1,manuscript_2120,Canon_Class_Lat,MS_Canon_Class_Lat_11,MS. Canon. Class. Lat. 11,,MS_Canon_Class_Lat_11,,,,,,,,,,,,,,,,,240.0,240.0,240.0,175.0,175.0,175.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_11_measure_2,manuscript_2120,Canon_Class_Lat,MS_Canon_Class_Lat_11,MS. Canon. Class. Lat. 11,,MS_Canon_Class_Lat_11,,,,,,,,,,,,,,,,,240.0,240.0,240.0,175.0,175.0,175.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_112_measure_1,manuscript_2123,Canon_Class_Lat,MS_Canon_Class_Lat_112,MS. Canon. Class. Lat. 112,,MS_Canon_Class_Lat_112,,,,,,,,,,,,,,,,,245.0,245.0,245.0,170.0,170.0,170.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_120_measure_1,manuscript_2132,Canon_Class_Lat,MS_Canon_Class_Lat_120,MS. Canon. Class. Lat. 120,,MS_Canon_Class_Lat_120,,,,,,,,,,,,,,,,,205.0,205.0,205.0,153.0,153.0,153.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_126_measure_1,manuscript_2138,Canon_Class_Lat,MS_Canon_Class_Lat_126,MS. Canon. Class. Lat. 126,,MS_Canon_Class_Lat_126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_13_measure_1,manuscript_2142,Canon_Class_Lat,MS_Canon_Class_Lat_13,MS. Canon. Class. Lat. 13,,MS_Canon_Class_Lat_13,,,,,,,,,,,,,,,,,238.0,238.0,238.0,168.0,168.0,168.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_131_measure_1,manuscript_2143,Canon_Class_Lat,MS_Canon_Class_Lat_131,MS. Canon. Class. Lat. 131,,MS_Canon_Class_Lat_131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_131_measure_2,manuscript_2143,Canon_Class_Lat,MS_Canon_Class_Lat_131,MS. Canon. Class. Lat. 131,MS. Canon. Class. Lat. 131 – Part 1,MS_Canon_Class_Lat_131-part1,,,,,,,,,,,,,,,,,227.0,227.0,227.0,145.0,145.0,145.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_14_measure_1,manuscript_2152,Canon_Class_Lat,MS_Canon_Class_Lat_14,MS. Canon. Class. Lat. 14,,MS_Canon_Class_Lat_14,,,,,,,,,,,,,,,,,227.0,227.0,227.0,163.0,163.0,163.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_147_measure_1,manuscript_2160,Canon_Class_Lat,MS_Canon_Class_Lat_147,MS. Canon. Class. Lat. 147,,MS_Canon_Class_Lat_147,,,,,,,,,,,,,,,,,216.0,216.0,216.0,147.0,147.0,147.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_148_measure_1,manuscript_2161,Canon_Class_Lat,MS_Canon_Class_Lat_148,MS. Canon. Class. Lat. 148,,MS_Canon_Class_Lat_148,,,,,,,,,,,,,,,,,205.0,205.0,205.0,145.0,145.0,145.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_149_measure_1,manuscript_2162,Canon_Class_Lat,MS_Canon_Class_Lat_149,MS. Canon. Class. Lat. 149,,MS_Canon_Class_Lat_149,,,,,,,,,,,,,,,,,197.0,197.0,197.0,143.0,143.0,143.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_152_measure_1,manuscript_2166,Canon_Class_Lat,MS_Canon_Class_Lat_152,MS. Canon. Class. Lat. 152,,MS_Canon_Class_Lat_152,,,,,,,,,,,,,,,,,233.0,233.0,233.0,160.0,160.0,160.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_161_measure_1,manuscript_2176,Canon_Class_Lat,MS_Canon_Class_Lat_161,MS. Canon. Class. Lat. 161,,MS_Canon_Class_Lat_161,,,,,,,,,,,,,,,,,235.0,235.0,235.0,150.0,150.0,150.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_168_measure_1,manuscript_2183,Canon_Class_Lat,MS_Canon_Class_Lat_168,MS. Canon. Class. Lat. 168,,MS_Canon_Class_Lat_168,,,,,,,,,,,,,,,,,204.0,204.0,204.0,125.0,125.0,125.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_171_measure_1,manuscript_2187,Canon_Class_Lat,MS_Canon_Class_Lat_171,MS. Canon. Class. Lat. 171,,MS_Canon_Class_Lat_171,,,,,,,,,,,,,,,,,163.0,163.0,163.0,115.0,115.0,115.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_187_measure_1,manuscript_2204,Canon_Class_Lat,MS_Canon_Class_Lat_187,MS. Canon. Class. Lat. 187,,MS_Canon_Class_Lat_187,,,,,,,,,,,,,,,,,260.0,260.0,260.0,172.0,172.0,172.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_190_measure_1,manuscript_2208,Canon_Class_Lat,MS_Canon_Class_Lat_190,MS. Canon. Class. Lat. 190,,MS_Canon_Class_Lat_190,,,,,,,,,,,,,,,,,286.0,286.0,286.0,213.0,213.0,213.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_191_measure_1,manuscript_2209,Canon_Class_Lat,MS_Canon_Class_Lat_191,MS. Canon. Class. Lat. 191,,MS_Canon_Class_Lat_191,,,,,,,,,,,,,,,,,285.0,285.0,285.0,213.0,213.0,213.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_193_measure_1,manuscript_2211,Canon_Class_Lat,MS_Canon_Class_Lat_193,MS. Canon. Class. Lat. 193,,MS_Canon_Class_Lat_193,,,,,,,,,,,,,,,,,250.0,250.0,250.0,187.0,187.0,187.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_198_measure_1,manuscript_2216,Canon_Class_Lat,MS_Canon_Class_Lat_198,MS. Canon. Class. Lat. 198,,MS_Canon_Class_Lat_198,,,,,,,,,,,,,,,,,210.0,210.0,210.0,145.0,145.0,145.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_2_measure_1,manuscript_2218,Canon_Class_Lat,MS_Canon_Class_Lat_2,MS. Canon. Class. Lat. 2,,MS_Canon_Class_Lat_2,,,,,,,,,,,,,,,,,240.0,240.0,240.0,175.0,175.0,175.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_21_measure_1,manuscript_2230,Canon_Class_Lat,MS_Canon_Class_Lat_21,MS. Canon. Class. Lat. 21,,MS_Canon_Class_Lat_21,,,,,,,,,,,,,,,,,118.0,118.0,118.0,75.0,75.0,75.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_211_measure_1,manuscript_2232,Canon_Class_Lat,MS_Canon_Class_Lat_211,MS. Canon. Class. Lat. 211,,MS_Canon_Class_Lat_211,,,,,,,,,,,,,,,,,285.0,285.0,285.0,215.0,215.0,215.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_218_measure_1,manuscript_2239,Canon_Class_Lat,MS_Canon_Class_Lat_218,MS. Canon. Class. Lat. 218,,MS_Canon_Class_Lat_218,,,,,,,,,,,,,,,,,282.0,282.0,282.0,185.0,185.0,185.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_225_measure_1,manuscript_2247,Canon_Class_Lat,MS_Canon_Class_Lat_225,MS. Canon. Class. Lat. 225,,MS_Canon_Class_Lat_225,,,,,,,,,,,,,,,,,255.0,255.0,255.0,177.0,177.0,177.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_229_measure_1,manuscript_2251,Canon_Class_Lat,MS_Canon_Class_Lat_229,MS. Canon. Class. Lat. 229,,MS_Canon_Class_Lat_229,,,,,,,,,,,,,,,,,250.0,250.0,250.0,180.0,180.0,180.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_233_measure_1,manuscript_2256,Canon_Class_Lat,MS_Canon_Class_Lat_233,MS. Canon. Class. Lat. 233,,MS_Canon_Class_Lat_233,,,,,,,,,,,,,,,,,235.0,235.0,235.0,165.0,165.0,165.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_240_measure_1,manuscript_2264,Canon_Class_Lat,MS_Canon_Class_Lat_240,MS. Canon. Class. Lat. 240,,MS_Canon_Class_Lat_240,,,,,,,,,,,,,,,,,228.0,228.0,228.0,160.0,160.0,160.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_241_measure_1,manuscript_2265,Canon_Class_Lat,MS_Canon_Class_Lat_241,MS. Canon. Class. Lat. 241,,MS_Canon_Class_Lat_241,,,,,,,,,,,,,,,,,223.0,223.0,223.0,153.0,153.0,153.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_254_measure_1,manuscript_2279,Canon_Class_Lat,MS_Canon_Class_Lat_254,MS. Canon. Class. Lat. 254,,MS_Canon_Class_Lat_254,,,,,,,,,,,,,,,,,323.0,323.0,323.0,225.0,225.0,225.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_257_measure_1,manuscript_2282,Canon_Class_Lat,MS_Canon_Class_Lat_257,MS. Canon. Class. Lat. 257,,MS_Canon_Class_Lat_257,,,,,,,,,,,,,,,,,345.0,345.0,345.0,242.0,242.0,242.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_258_measure_1,manuscript_2283,Canon_Class_Lat,MS_Canon_Class_Lat_258,MS. Canon. Class. Lat. 258,,MS_Canon_Class_Lat_258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_259_measure_1,manuscript_2284,Canon_Class_Lat,MS_Canon_Class_Lat_259,MS. Canon. Class. Lat. 259,,MS_Canon_Class_Lat_259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_260_measure_1,manuscript_2286,Canon_Class_Lat,MS_Canon_Class_Lat_260,MS. Canon. Class. Lat. 260,,MS_Canon_Class_Lat_260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_261_measure_1,manuscript_2287,Canon_Class_Lat,MS_Canon_Class_Lat_261,MS. Canon. Class. Lat. 261,,MS_Canon_Class_Lat_261,,,,,,,,,,,,,,,,,300.0,300.0,300.0,208.0,208.0,208.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_265_measure_1,manuscript_2291,Canon_Class_Lat,MS_Canon_Class_Lat_265,MS. Canon. Class. Lat. 265,,MS_Canon_Class_Lat_265,,,,,,,,,,,,,,,,,285.0,285.0,285.0,203.0,203.0,203.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_27_measure_1,manuscript_2296,Canon_Class_Lat,MS_Canon_Class_Lat_27,MS. Canon. Class. Lat. 27,,MS_Canon_Class_Lat_27,,,,,,,,,,,,,,,,,193.0,193.0,193.0,150.0,150.0,150.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_274_measure_1,manuscript_2301,Canon_Class_Lat,MS_Canon_Class_Lat_274,MS. Canon. Class. Lat. 274,,MS_Canon_Class_Lat_274,,,,,,,,,,,,,,,,,280.0,280.0,280.0,198.0,198.0,198.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Canon_Class_Lat_282_measure_1,manuscript_2310,Canon_Class_Lat,MS_Canon_Class_Lat_282,MS. Canon. Class. Lat. 282,,MS_Canon_Class_Lat_282,,,,,,,,,,,,,,,,,298.0,298.0,298.0,189.0,189.0,189.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
