metadata: origin UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: origin,overview: additions,locus: locus,locus: from,locus: to,orig date: date,orig date: when,orig date: not before,orig date: not after,orig date: certainty,orig date: calendar,orig place: place,orig place: country,orig place: country ID,orig place: country lat,orig place: country long,orig place: region,orig place: region ID,orig place: region lat,orig place: region long,orig place: settlement,orig place: settlement ID,orig place: settlement lat,orig place: settlement long,orig org: org,orig org: org ID,orig org: org lat,orig org: org long,add date: date,add date: when,add date: not before,add date: not after,add date: certainty,add date: calendar,add place: place,add place: country,add place: country ID,add place: country lat,add place: country long,add place: region,add place: region ID,add place: region lat,add place: region long,add place: settlement,add place: settlement ID,add place: settlement lat,add place: settlement long,add org: org,add org: org ID,add org: org lat,add org: org long,bibliography: bibl(s),bibliography: ref(s),bibliography: ref ID(s),bibliography: note(s)
_origin_1,manuscript_11868,,,"Cambridge, Gonville and Caius College, MS 355/582",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00355-00582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_11868,,,"Cambridge, Gonville and Caius College, MS 355/582",part,,,"Part I of the manuscript was copied by Iohannes Babamos (possibly Vaban? Vavan?) in Paris; the watermarks suggest a period between the second half of the 15th century and the first half of the 16th. Since the identity of the scribe was specified by John Caius ( Gundert 2009, p. 67) in a note on f. 90v, the copy of the text should probably be dated to the first half of the 16th c. (see also RGK I, 159).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gundert 2009,,,
_origin_2,manuscript_11868,,,"Cambridge, Gonville and Caius College, MS 355/582",part,,,"Part II of the manuscript was copied probably in the first half of the 16th c., as the script and the watermark suggest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_3,manuscript_11868,,,"Cambridge, Gonville and Caius College, MS 355/582",part,,,"Part III of the manuscript was copied probably in the first half of the 16th c., as the script and the fact that it was owned by John Caius suggest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_4,manuscript_11868,,,"Cambridge, Gonville and Caius College, MS 355/582",part,,,"Part IV of the manuscript was copied probably in the first half of the 16th c., as the script and the watermark suggest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_5,manuscript_11868,,,"Cambridge, Gonville and Caius College, MS 355/582",part,,,"Part V of the manuscript was copied probably in the first half of the 16th c., as the script suggests.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_6,manuscript_11868,,,"Cambridge, Gonville and Caius College, MS 355/582",part,,,"Part VI of the manuscript was copied probably in the first half of the 16th c., as the script and the watermark suggest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_7,manuscript_11868,,,"Cambridge, Gonville and Caius College, MS 355/582",part,,,"Part VII of the manuscript was copied by Ioannes Serbopoulos, a Greek scribe active in England around 1484-1500 (see RGK I, 180), therefore the copying of this text can be placed around this period.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_8,manuscript_11868,,,"Cambridge, Gonville and Caius College, MS 355/582",part,,,"Part VIII of the manuscript was copied by Konstantinos Mesobotes, who was active in the first half of the 16th c.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_9,manuscript_11868,,,"Cambridge, Gonville and Caius College, MS 355/582",part,,,"Part IX of the manuscript was copied by Bernardinos Sandros, a scribe from Cremona who was active in Italy in the first half of the 16th century.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_10,manuscript_11868,,,"Cambridge, Gonville and Caius College, MS 355/582",part,,,"Part X was probably written in the 16th c., certainly before 1573, when John Caius, who owned the manuscript, died.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_11869,,,"Cambridge, Gonville and Caius College, MS 360/587 ",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00360-00587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_11869,,,"Cambridge, Gonville and Caius College, MS 360/587 ",part,,,Part I of the manuscript was copied probably in the first half of the 16th c. as the watermarks and the script suggest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_2,manuscript_11869,,,"Cambridge, Gonville and Caius College, MS 360/587 ",part,,,"Part II of the manuscript was copied by a single scribe, probably in Italy, as the paper suggests, in the first half of the 16th century.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 366/588",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00366-00588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 366/588",part,,,"Written in the 13th century, perhaps in the first half. Probably written in France. Thomson dates these leaves to 's. xiii in.' and suggests that they are 'probably French' in origin. R. M. Thomson, Catalogue of Medieval Manuscripts of Latin Commentaries on Aristotle in British Libraries - Volume II: Cambridge (Turnhout, Belgium: Brepols, 2013)",,,,,"Written in the 13th century, perhaps in the first half. ",,1200,1300,medium,Gregorian,Probably written in France.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"R. M. Thomson, Catalogue of Medieval Manuscripts of Latin Commentaries on Aristotle in British Libraries - Volume II: Cambridge (Turnhout, Belgium: Brepols, 2013)",,,"Thomson dates these leaves to 's. xiii in.' and suggests that they are 'probably French' in origin. R. M. Thomson, Catalogue of Medieval Manuscripts of Latin Commentaries on Aristotle in British Libraries - Volume II: Cambridge (Turnhout, Belgium: Brepols, 2013)"
_origin_2,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 366/588",part,,,12th century England,,,,,12th century,,1100,1200,high,Gregorian,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 373/593",manuscript,,MS-GONVILLE-AND-CAIUS-00373-00593,"Probably written in the first half of the 14th century. England Date and place of origin supplied based on existing literature and a palaeographical assessment of the volume. M. R. James, A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, vol. II (1908)",,,,," Probably written in the first half of the
                                14th century. ",,1300,1350,medium,Gregorian,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"M. R. James, A Descriptive Catalogue of the Manuscripts in the Library of Gonville and Caius College, vol. II (1908)",,,
_origin_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 379/599",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00379-00599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 379/599",part,,,"15th century, probably after 1439 since the fragment refers to the heirs of Thomas Hussey (herede Thome Hussee nuper Baronis...), probably 5th Baron Galtrim, who died in 1439. England.",,,,," 15th century, probably after 1439 since
                                    the fragment refers to the heirs of Thomas Hussey (herede Thome Hussee nuper Baronis...), probably 5th
                                    Baron Galtrim, who died in 1439. ",,1439,1500,medium,Gregorian,England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_2,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 379/599",part,,,13th century. England.,,,,, 13th century. ,,1200,1300,medium,Gregorian,England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_3,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 379/599",part,,,"Written in the early 13th century, possibly in or before 1210. Written in England. The regnal list added in the lower margin of f. 56r lists the kings of England and the lengths of their reigns from William I to John; the entry for John's reign is given as 10 years and not the correct 17 years, so it is possible that the regnal list was copied in the 10th year of the reign of King John, i.e., 1209-1210, with the main text copied before that date.",,56r,56r,56r,"Written in the early 13th century,
                                    possibly in or before 1210. ",,1175,1210,medium,Gregorian,Written in England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 379/599",part,,,Late 12th or 13th century. England.,,,,,Late 12th or 13th century. ,,1175,1300,medium,Gregorian,England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_5,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 379/599",part,,,Late 13th or early 14th century. England.,,,,, Late 13th or early 14th century. ,,1275,1325,medium,Gregorian,England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 400/729",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00400-00729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 400/729",part,,,Late 13th century England,,,,, Late 13th century ,,1275,1300,low,Gregorian,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_2,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 400/729",part,,,Second half of the 13th century England,,,,," Second half of the 13th
                                    century",,1250,1300,medium,Gregorian,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_3,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 400/729",part,,,Late 12th century to early 13th century England,,,,," Late 12th century to early 13th
                                    century",,1175,1225,low,Gregorian,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 401/623",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00401-00623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 401/623",part,,,This Part was copied in the 13th century. This Part was copied in England.,,,,," This Part was copied in the 13th
                                    century.",,1200,1300,medium,Gregorian,This Part was copied in England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_2,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 401/623",part,,,This part of the manuscript was copied in the 13th century. England,,,,," This part of the manuscript was copied
                                    in the 13th century. ",,1200,1300,medium,Gregorian,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_3,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 401/623",part,,,The text on the recto of this leaf (p. 223) was written in the 12th century. Written in ?England.,,,,,"The text on the recto of this leaf (p.
                                    223) was written in the 12th century. ",,1100,1200,medium,Gregorian,Written in ?England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_11870,,,"Cambridge, Gonville and Caius College, MS 403/412",manuscript,,MS-GONVILLE-AND-CAIUS-00403-00412,"The manuscript was copied in the 13th c., before 1253, when Robert Grosseteste, who was its owner, died. The place of origin of the manuscript is uncertain ( Canart 1981, pp. 50-51), although script and decoration belong to styles typical of manuscripts produced in the areas of Cyprus and Palestine.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Canart 1981, pp. 50-51",,,
_origin_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 407/413",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00407-00413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 407/413",part,,,"Written in the 13th century, probably early. Probably written in England.",,,,," Written in the 13th century, probably
                                    early. ",,1200,1300,medium,Gregorian,Probably written in England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_2,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 407/413",part,,,Probably copied in the 14th century. Perhaps copied in ?southern France or ?Italy,,,,, Probably copied in the 14th century. ,,1300,1400,medium,Gregorian,Perhaps copied in ?southern France or ?Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_3,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 407/413",part,,,Written in the 14th century. England or France,,,,, Written in the 14th century. ,,1300,1400,medium,Gregorian,England or France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 407/413",part,,,"13th century, probably second half. ?England",,,,," 13th century, probably second half. ",,1200,1300,medium,Gregorian,?England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 451/392",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00451-00392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 451/392",part,,,15th century England,,,,, 15th century ,,1400,1500,high,Gregorian,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_2,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 451/392",part,,,15th century England,,,,, 15th century ,,1400,1500,high,Gregorian,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_3,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 451/392",part,,,15th century England,,,,, 15th century ,,1400,1500,high,Gregorian,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_4,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 451/392",part,,,15th century England,,,,,15th century ,,1400,1500,high,Gregorian,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_5,manuscript_1,,,"Cambridge, Gonville and Caius College, MS 451/392",part,,,Copied in the 15th century England,,,,, Copied in the 15th century ,,1400,1500,high,Gregorian,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manusript_1,,,"Cambridge, Gonville and Caius College, MS 451a/750",manuscript,,MS-GONVILLE-AND-CAIUS-00451-A-00750,Second half of the 14th century or first half of the 15th century England,,,,," Second half of the 14th century or first
                                half of the 15th century ",,1350,1450,medium,Gregorian,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_11871,,,"Cambridge, Gonville and Caius College, MS 495/264",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00495-00264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_11871,,,"Cambridge, Gonville and Caius College, MS 495/264",part,,,"Part I of the manuscript was copied by Zacharias Kallierges and a close collaborator in the first two decades of the 16th c., as the watermarks suggest; Chatzopoulou places the copy in particular around the middle of the first decade of the century (see Chatzopoulou (2012), p. 24).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chatzopoulou (2012),,,
_origin_2,manuscript_11871,,,"Cambridge, Gonville and Caius College, MS 495/264",part,,,"Part II of the manuscript was copied by Zacharias Kallierges in Italy, probably around the same period he copied part II, as the leaves show the same watermark.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_11872,,,"Cambridge, Gonville and Caius College, MS 500/382",manuscript,,MS-GONVILLE-AND-CAIUS-00500-00382,late 15th or early 16th century Padua,,,,,"late 15th or early 16th
                                                century",,1480,1510,,gregorian,Padua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_11873,,,"Cambridge, Gonville and Caius College, MS 596/455",manuscript,,MS-GONVILLE-AND-CAIUS-00596-00455,"The manuscript was copied by two contemporary hands probably in the second half of the 15th century, as indicated by the watermarks and the scripts.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_77765,,,"Cambridge, Gonville and Caius College, MS 623/389",manuscript,,MS-GONVILLE-AND-CAIUS-00623-00389,"William Peirs (1661-c. 1760) Peirs, William, b. 1661-c. 1760 1748 f. 2v",,f. 2v,[2]v,[2]v,1748,1748,1748,1748,,gregorian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_11875,,,"Cambridge, Gonville and Caius College, MS 716/63",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00716-00063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_11875,,,"Cambridge, Gonville and Caius College, MS 716/63",part,,,early 12th century,,,,,early 12th century,,1100,1120,,gregorian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_2,manuscript_11875,,,"Cambridge, Gonville and Caius College, MS 716/63",part,,,14th century,,,,,14th century,,1300,1399,,gregorian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_11879,,,"Cambridge, Gonville and Caius College, MS 781/819",manuscript-composite,,MS-GONVILLE-AND-CAIUS-00781-00819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_11879,,,"Cambridge, Gonville and Caius College, MS 781/819",part,,,second half of the 12th century,,,,,"second half of
                                                  the 12th century",,1150,1199,,gregorian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_2,manuscript_11879,,,"Cambridge, Gonville and Caius College, MS 781/819",part,,,14th century,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_11880,,,"Cambridge, Gonville and Caius College, MS 788/791 ",manuscript,,MS-GONVILLE-AND-CAIUS-00788-00791,"The manuscript was copied by three contemporary hands between the second half of the 16th c. and the beginning of the 17th : the manuscript was copied from MS Cambridge, Trinity College, B.3.18, copied around the middle of the 16th c., and was used for a Latin translation contained in two manuscripts of the 17th c., before 1663 ( Hansen 2002, p. xxvi).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hansen 2002,,,
_origin_1,manuscript_11881,,,"Cambridge, Gonville and Caius College, MS 790/812",manuscript,,MS-GONVILLE-AND-CAIUS-00790-00812,"The manuscript was copied by a single scribe probably in the 17th century, as the script indicates.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, Jesus College, MS Q.B.10",manuscript,,MS-JESUS-Q-B-00010,"Written in the 12th century. Probably written in England, or perhaps France. Date and location of production assigned based on palaeographical features.",,,,, Written in the 12th century. ,,1100,1200,medium,Gregorian,"Probably written in England, or perhaps France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date and location of production assigned based on palaeographical features.
_origin_1,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.1",manuscript-composite,,MS-JESUS-Q-D-00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.1",part,,,Copied in the late 13th or early 14th century. England.,,,,," Copied in the late 13th or early 14th
                                    century. ",,1275,1325,high,Gregorian,England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_2,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.1",part,,,Copied in the 15th century. England.,,,,, Copied in the 15th century. ,,1400,1500,high,Gregorian,England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_3,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.1",part,,,Copied in the 15th century. England.,,,,, Copied in the 15th century. ,,1400,1500,high,Gregorian,England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_4,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.1",part,,,Copied in the 15th century. England.,,,,, Copied in the 15th century. ,,1400,1500,high,Gregorian,England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.2",manuscript-composite,,MS-JESUS-Q-D-00002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.2",part,,,"Written in the 13th century, probably in the first half. Probably written in England, or perhaps France. Date and location of production assigned based on palaeographical features.",,,,," Written in the 13th century, probably
                                    in the first half. ",,1200,1300,medium,Gregorian,"Probably written in England, or perhaps France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date and location of production assigned based on palaeographical features.
_origin_2,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.2",part,,,"Written in the 12th century, probably before 1163. Probably written in England, or perhaps France.",,,,," Written in the 12th century, probably
                                    before 1163. ",,1100,1163,medium,Gregorian,"Probably written in England, or perhaps France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_3,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.2",part,,,"Written in the 12th century, probably before 1163. Probably written in England, or perhaps France. Date and location of production assigned based on palaeographical and decorative features.",,,,," Written in the 12th century, probably
                                    before 1163. ",,1100,1200,medium,Gregorian,"Probably written in England, or perhaps France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date and location of production assigned based on palaeographical and decorative features.
_origin_4,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.2",part,,,"Written in the 12th century, probably before 1163. Probably written in England, or perhaps France. Date and location of production assigned based on palaeographical features.",,,,," Written in the 12th century, probably
                                    before 1163. ",,1100,1200,high,Gregorian,"Probably written in England, or perhaps France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date and location of production assigned based on palaeographical features.
_origin_1,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.4",manuscript-composite,,MS-JESUS-Q-D-00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.4",part,,,Written in the 15th century. Written in England.,,,,, Written in the 15th century. ,,1400,1500,high,Gregorian,Written in England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_2,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.4",part,,,"Probably written in the second half of the 14th century, or the first half of the 15th century. Written in England. Date and place of production assigned based on palaeographic and lingustic grounds.",,,,," Probably written in the second half of
                                    the 14th century, or the first half of the 15th century. ",,1350,1450,medium,Gregorian,Written in England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date and place of production assigned based on palaeographic and lingustic grounds.
_origin_3,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.4",part,,,"Probably written in the last quarter of the 12th century or the first quarter of the 13th century. Probably written in England, or perhaps France. Date and place of production assigned based on palaeographical features.",,,,," Probably written in the last quarter of
                                    the 12th century or the first quarter of the 13th century. ",,1175,1225,medium,Gregorian,"Probably written in England, or perhaps France.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Date and place of production assigned based on palaeographical features.
_origin_4,manuscript_1,,,"Cambridge, Jesus College, MS Q.D.4",part,,,Probably written in the 15th century. Written in England Place and date of production assigned based on textual and palaeographical features.,,,,, Probably written in the 15th century. ,,1400,1500,medium,Gregorian,Written in England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Place and date of production assigned based on textual and palaeographical features.
_origin_1,manuscript_1,,,"Cambridge, Jesus College, MS Q.G.12",manuscript,,MS-Q-G-00012,"Copied in the second quarter of the 15th century Jones (2011), p. 287 England.",,,,," Copied in the second quarter of the 15th
                                century ",,1425,1450,high,Gregorian,England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jones (2011), p. 287",,,
_origin_1,manuscript_1,,,"Cambridge, Jesus College, MS Q.G.25",manuscript,,MS-JESUS-Q-G-00025,Copied in the 15th century (in or after 1421). Yorkshire.,,,,," Copied in the 15th century (in or after
                                1421).",,1420,1500,high,Gregorian,Yorkshire.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, Jesus College, Q.G.23",manuscript,,MS-JESUS-Q-B-00023,Copied in the first half of the 15th century. England.,,,,, Copied in the first half of the 15th century. ,,1400,1450,high,Gregorian,England.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_11882,,,"Cambridge, King's College, MS 10",manuscript-composite,,MS-KINGS-00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_11882,,,"Cambridge, King's College, MS 10",part,,,in the 15th century,,,,,  in the 15th century,,1400,1499,,gregorian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_2,manuscript_11882,,,"Cambridge, King's College, MS 10",part,,,Italy in the second half of the 15th century,,,,, in the second half of the 15th century,,1450,1498,,gregorian,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_3,manuscript_11882,,,"Cambridge, King's College, MS 10",part,,,in the second half of the 15th c.,,,,, in the second half of the 15th c.,,1450,1499,,gregorian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, King's College, MS 16",manuscript-composite,,MS-KINGS-COLLEGE-00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_1,manuscript_1,,,"Cambridge, King's College, MS 16",part,,,Copied between the 2nd quarter and 4th quarter of the 15th century. England,,,,,"Copied between the 2nd quarter and 4th
                                    quarter of the 15th century. ",,1425,1500,high,Gregorian,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_origin_2,manuscript_1,,,"Cambridge, King's College, MS 16",part,,,Probably copied in the 2nd half of the 16th century. Germany,,,,," Probably copied in the 2nd half of the
                                    16th century.",,1550,1600,medium,Gregorian,Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
