metadata: measurement UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,extent: extent,extent: n folios,extent: n endleaves,extent: n later endleaves,rolls: height,rolls: height max,rolls: height min,rolls: width,rolls: width max,rolls: width min,rolls: unit,rolls: converted,fragments: height,fragments: height max,fragments: height min,fragments: width,fragments: width max,fragments: width min,fragments: unit,leaves: height,leaves: height max,leaves: height min,leaves: width,leaves: width max,leaves: width min,leaves: depth,leaves: depth max,leaves: depth min,leaves: unit,columns: n,columns: n max,columns: n min,columns: height,columns: height max,columns: height min,columns: width,columns: width max,columns: width min,columns: unit,intercolumn: width,intercolumn: width max,intercolumn: width min,intercolumn: unit,written area: n,written area: n max,written area: n min,written area: height,written area: height max,written area: height min,written area: width,written area: width max,written area: width min,written area: unit,ruling: n,ruling: n max,ruling: n min,ruling: height,ruling: height max,ruling: height min,ruling: width,ruling: width max,ruling: width min,ruling: unit,ruling: medium,ruling: top line
_measure_4,manuscript_11832,,,"Cambridge, Corpus Christi College, MS 468",manuscript,,MS-CCCC-00468,Codex i + 10 + 158 + ii 155 112,158.0,10.0,3.0,,,,,,,,,,,,,,,,155.0,155.0,155.0,112.0,112.0,112.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,32.0,32.0,32.0,103.0,103.0,103.0,70.0,70.0,70.0,mm,,,,,,,,,,,leadpoint,between
_measure_5,manuscript_11832,,,"Cambridge, Corpus Christi College, MS 468",manuscript,,MS-CCCC-00468,Codex i + 10 + 158 + ii 155 112,158.0,10.0,3.0,,,,,,,,,,,,,,,,155.0,155.0,155.0,112.0,112.0,112.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,31.0,31.0,31.0,101.0,101.0,101.0,70.0,70.0,70.0,mm,,,,,,,,,,,leadpoint,above
_measure_1,manuscript_11833,,,"Cambridge, Corpus Christi College, MS 480",manuscript,,MS-CCCC-00480,Codex ii + 3 + 288 + 2 + ii 118 95,288.0,5.0,4.0,,,,,,,,,,,,,,,,118.0,118.0,118.0,95.0,95.0,95.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,17.0,17.0,17.0,7.0,7.0,7.0,60.0,60.0,60.0,mm,,,,,,,,,,,hardpoint,below
_measure_1,manuscript_11834,,,"Cambridge, Corpus Christi College, MS 486",manuscript,,MS-CCCC-00486,"Codex 187 + ii , 138 86-94",187.0,2.0,,,,,,,,,,,,,,,,,138.0,138.0,138.0,86-94,94.0,86.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,16.0,16.0,16.0,90.0,90.0,90.0,55.0,55.0,55.0,mm,,,,,,,,,,,hardpoint,
_measure_1,manuscript_72951,,,"Cambridge, Corpus Christi College, MS 633",manuscript,,MS-CCCC-00633,Codex iii + 16 + iii 303 222,16.0,,6.0,,,,,,,,,,,,,,,,303.0,303.0,303.0,222.0,222.0,222.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,23.0,23.0,23.0,208.0,208.0,208.0,140.0,140.0,140.0,mm,,,,,,,,,,,,
_measure_1,manuscript_11837,,,"Cambridge, Emmanuel College, MS 12",manuscript,,MS-EMMANUEL-COLLEGE-00012,"Codex iii + 176 + iii ff. 1-[90], [92-176] 345 256 f. 91 345 270",176.0,,6.0,,,,,,,,,,,,,,,,345 345,345 345,345 345,256 270,256 270,256 270,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,30.0,30.0,30.0,287.0,287.0,287.0,185.0,185.0,185.0,mm,,,,,,,,,,,hardpoint,below
_measure_1,manuscript_11837,,,"Cambridge, Emmanuel College, MS 13",manuscript,,MS-EMMANUEL-COLLEGE_00013,"Codex iii + 151 + iii ff. 177-[287], [289-337] 345 256 f. [288] 345 270",151.0,,6.0,,,,,,,,,,,,,,,,345 345,345 345,345 345,256 270,256 270,256 270,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,30.0,30.0,30.0,287.0,287.0,287.0,185.0,185.0,185.0,mm,,,,,,,,,,,hardpoint,below
_measure_1,manuscript_11838,,,"Cambridge, Emmanuel College, MS 14",manuscript,,MS-EMMANUEL-COLLEGE-00014,Codex iii + 142 + iii 351 252,142.0,,6.0,,,,,,,,,,,,,,,,351.0,351.0,351.0,252.0,252.0,252.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,33.0,33.0,33.0,257.0,257.0,257.0,175.0,175.0,175.0,mm,,,,,,,,,,,hardpoint,below
_measure_1,manuscript_11838,,,"Cambridge, Emmanuel College, MS 15",manuscript,,MS-EMMANUEL-COLLEGE-00015,Codex iii + 131 + iii 351 252,131.0,,6.0,,,,,,,,,,,,,,,,351.0,351.0,351.0,252.0,252.0,252.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,33.0,33.0,33.0,257.0,257.0,257.0,175.0,175.0,175.0,mm,,,,,,,,,,,hardpoint,below
_measure_1,manuscript_11839,,,"Cambridge, Emmanuel College, MS 30",manuscript,,MS-EMMANUEL-COLLEGE-00030,Codex ii + 323 + 3 + ii 220 130,323.0,3.0,4.0,,,,,,,,,,,,,,,,220.0,220.0,220.0,130.0,130.0,130.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,29.0,29.0,29.0,157.0,157.0,157.0,95.0,95.0,95.0,mm,,,,,,,,,,,,
_measure_1,manuscript_11840,,,"Cambridge, Emmanuel College, MS 32",manuscript-composite,,MS-EMMANUEL-COLLEGE-00032,Codex ii + 222 + ii 205 140-147,222.0,4.0,,,,,,,,,,,,,,,,,205.0,205.0,205.0,140-147,147.0,140.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_11840,,,"Cambridge, Emmanuel College, MS 32",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,7.0,7.0,7.0,90.0,90.0,90.0,80.0,80.0,80.0,mm,,,,,,,,,,,,
_measure_3,manuscript_11840,,,"Cambridge, Emmanuel College, MS 32",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,15 23,23.0,15.0,150-155,155.0,150.0,75-80,80.0,75.0,mm,,,,,,,,,,,,
_measure_4,manuscript_11840,,,"Cambridge, Emmanuel College, MS 32",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,24.0,24.0,24.0,150.0,150.0,150.0,90.0,90.0,90.0,mm,,,,,,,,,,,,
_measure_5,manuscript_11840,,,"Cambridge, Emmanuel College, MS 32",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,46.0,46.0,46.0,165.0,165.0,165.0,110.0,110.0,110.0,mm,,,,,,,,,,,,
_measure_6,manuscript_11840,,,"Cambridge, Emmanuel College, MS 32",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,10.0,10.0,10.0,125.0,125.0,125.0,80.0,80.0,80.0,mm,,,,,,,,,,,,
_measure_7,manuscript_11840,,,"Cambridge, Emmanuel College, MS 32",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,17 19,19.0,17.0,125.0,125.0,125.0,80.0,80.0,80.0,mm,,,,,,,,,,,,
_measure_8,manuscript_11840,,,"Cambridge, Emmanuel College, MS 32",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,23.0,23.0,23.0,145.0,145.0,145.0,85.0,85.0,85.0,mm,,,,,,,,,,,,
_measure_9,manuscript_11840,,,"Cambridge, Emmanuel College, MS 32",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,19.0,19.0,19.0,150.0,150.0,150.0,90.0,90.0,90.0,mm,,,,,,,,,,,,
_measure_10,manuscript_11840,,,"Cambridge, Emmanuel College, MS 32",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,23.0,23.0,23.0,160.0,160.0,160.0,105.0,105.0,105.0,mm,,,,,,,,,,,,
_measure_11,manuscript_11840,,,"Cambridge, Emmanuel College, MS 32",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,14.0,14.0,14.0,155.0,155.0,155.0,105.0,105.0,105.0,mm,,,,,,,,,,,,
_measure_12,manuscript_11840,,,"Cambridge, Emmanuel College, MS 32",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,18 25,25.0,18.0,145.0,145.0,145.0,95.0,95.0,95.0,mm,,,,,,,,,,,,
_measure_13,manuscript_11840,,,"Cambridge, Emmanuel College, MS 32",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,9.0,9.0,9.0,110.0,110.0,110.0,75.0,75.0,75.0,mm,,,,,,,,,,,,
_measure_14,manuscript_11840,,,"Cambridge, Emmanuel College, MS 32",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,19.0,19.0,19.0,125.0,125.0,125.0,80.0,80.0,80.0,mm,,,,,,,,,,,,
_measure_15,manuscript_11840,,,"Cambridge, Emmanuel College, MS 32",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,25.0,25.0,25.0,145.0,145.0,145.0,90.0,90.0,90.0,mm,,,,,,,,,,,,
_measure_16,manuscript_11840,,,"Cambridge, Emmanuel College, MS 32",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,19.0,19.0,19.0,125.0,125.0,125.0,75.0,75.0,75.0,mm,,,,,,,,,,,,
_measure_1,manuscript_11841,,,"Cambridge, Emmanuel College, MS 33",manuscript-composite,,MS-EMMANUEL-00033,Codex iii + 118 + iii,118.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_11841,,,"Cambridge, Emmanuel College, MS 33",part,,,,,,,,,,,,,,,,,,,,,,227.0,227.0,227.0,155.0,155.0,155.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,10.0,10.0,10.0,124.0,124.0,124.0,70.0,70.0,70.0,mm,,,,,,,,,,,hardpoint,
_measure_3,manuscript_11841,,,"Cambridge, Emmanuel College, MS 33",part,,,,,,,,,,,,,,,,,,,,,,216.0,216.0,216.0,156.0,156.0,156.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,5 9,9.0,5.0,55-106,106.0,55.0,75.0,75.0,75.0,mm,,,,,,,,,,,,
_measure_4,manuscript_11841,,,"Cambridge, Emmanuel College, MS 33",part,,,,,,,,,,,,,,,,,,,,,,216.0,216.0,216.0,156.0,156.0,156.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,48.0,48.0,48.0,164.0,164.0,164.0,110.0,110.0,110.0,mm,,,,,,,,,,,hardpoint,
_measure_5,manuscript_11841,,,"Cambridge, Emmanuel College, MS 33",part,,,,,,,,,,,,,,,,,,,,,,227.0,227.0,227.0,156.0,156.0,156.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,15.0,15.0,15.0,164.0,164.0,164.0,110.0,110.0,110.0,mm,,,,,,,,,,,,
_measure_6,manuscript_11841,,,"Cambridge, Emmanuel College, MS 33",part,,,,,,,,,,,,,,,,,,,,,,227.0,227.0,227.0,156.0,156.0,156.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,15.0,15.0,15.0,164.0,164.0,164.0,110.0,110.0,110.0,mm,,,,,,,,,,,,
_measure_1,manuscript_11842,,,"Cambridge, Emmanuel College, MS 59",manuscript,,MS-EMMANUEL-COLLEGE-00059,Codex iii + iii + 158 + i + iii 130 198,158.0,,10.0,,,,,,,,,,,,,,,,130.0,130.0,130.0,198.0,198.0,198.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,28 30,30.0,28.0,155.0,155.0,155.0,95.0,95.0,95.0,mm,,,,,,,,,,,,
_measure_1,manuscript_11843,,,"Cambridge, Emmanuel College, MS 61",manuscript,,MS-EMMANUEL-COLLEGE-00061,Codex 96 190 145,96.0,,,,,,,,,,,,,,,,,,190.0,190.0,190.0,145.0,145.0,145.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,23.0,23.0,23.0,130.0,130.0,130.0,75.0,75.0,75.0,mm,,,,,,,,,,,pencil,
_measure_1,manuscript_1,,,"Cambridge, Emmanuel College, MS 66",manuscript-composite,,MS-EMMANUEL-COLLEGE-00066,Codex: 3 + 59 | 95 + 3 leaves. 195 140,154.0,6.0,,,,,,,,,,,,,,,,,195.0,195.0,195.0,140.0,140.0,140.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_1,,,"Cambridge, Emmanuel College, MS 66",part,,,Codex: 59 leaves.,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,28.0,28.0,28.0,150.0,150.0,150.0,95.0,95.0,95.0,mm,,,,,,,,,,,ink,below
_measure_3,manuscript_1,,,"Cambridge, Emmanuel College, MS 66",part,,,Codex: 59 leaves.,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,3.0,,,,,,,,,,,,28.0,28.0,28.0,150.0,150.0,150.0,95.0,95.0,95.0,mm,,,,,,,,,,,ink,below
_measure_4,manuscript_1,,,"Cambridge, Emmanuel College, MS 66",part,,,Codex: 95 leaves.,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,48.0,48.0,48.0,155.0,155.0,155.0,105.0,105.0,105.0,mm,,,,,,,,,,,ink,below
_measure_1,manuscript_1,,,"Cambridge, Emmanuel College, MS 69",manuscript,,MS-EMMANUEL-COLLEGE-00069,Codex: 2 + 105 leaves. 205 140,105.0,,,,,,,,,,,,,,,,,,205.0,205.0,205.0,140.0,140.0,140.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,30 33,33.0,30.0,155-160,160.0,150.0,90.0,90.0,90.0,mm,,,,,,,,,,,ink,below
_measure_1,manuscript_1,,,"Cambridge, Emmanuel College, MS 70",manuscript,,MS-EMMANUEL-COLLEGE-00070,Codex: 1 + 150 + 1 leaves. 195 140,150.0,2.0,,,,,,,,,,,,,,,,,195.0,195.0,195.0,140.0,140.0,140.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,42.0,42.0,42.0,160.0,160.0,160.0,105.0,105.0,105.0,mm,,,,,,,,,,,ink,below
_measure_1,manuscript_77766,,,"Cambridge, Emmanuel College, MS 79",manuscript-composite,,MS-EMMANUEL-COLLEGE-00079,Codex ii + 32 + ii 190-200 150,32.0,,4.0,,,,,,,,,,,,,,,,190-200,200.0,190.0,150.0,150.0,150.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_77766,,,"Cambridge, Emmanuel College, MS 79",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,26 27,27.0,26.0,140.0,140.0,140.0,180.0,180.0,180.0,mm,,,,,,,,,,,,
_measure_3,manuscript_77766,,,"Cambridge, Emmanuel College, MS 79",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,22 24,24.0,22.0,ca. 130-135,135.0,130.0,ca. 80-90,90.0,80.0,mm,,,,,,,,,,,,
_measure_4,manuscript_77766,,,"Cambridge, Emmanuel College, MS 79",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,20 21,21.0,20.0,130.0,130.0,130.0,ca. 160-170,170.0,160.0,mm,,,,,,,,,,,,
_measure_1,manuscript_11844,,,"Cambridge, Emmanuel College, MS 90",manuscript,,MS-EMMANUEL-COLLEGE-00090,Codex 52 155 113,52.0,,,,,,,,,,,,,,,,,,155.0,155.0,155.0,113.0,113.0,113.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,23 36,36.0,23.0,120.0,120.0,120.0,75.0,75.0,75.0,mm,,,,,,,,,,,,
_measure_1,manuscript_1,,,"Cambridge, Emmanuel College, MS 95",manuscript-composite,,MS-EMMANUEL-COLLEGE-00095,Codex: ii + 2 | 59 | 16 + ii leaves.,75.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_1,,,"Cambridge, Emmanuel College, MS 95",part,,,2 leaves. 155 105,2.0,,,,,,,,,,,,,,,,,,155.0,155.0,155.0,105.0,105.0,105.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_3,manuscript_1,,,"Cambridge, Emmanuel College, MS 95",part,,,Codex: 59 leaves. 155 105,59.0,,,,,,,,,,,,,,,,,,155.0,155.0,155.0,105.0,105.0,105.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,20 21,21.0,20.0,115.0,115.0,115.0,75-80,80.0,75.0,mm,,,,,,,,,,,drypoint,below
_measure_4,manuscript_1,,,"Cambridge, Emmanuel College, MS 95",part,,,Codex: 16 leaves. 155 105,8.0,,,,,,,,,,,,,,,,,,155.0,155.0,155.0,105.0,105.0,105.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,20 21,21.0,20.0,115.0,115.0,115.0,75-80,80.0,75.0,mm,,,,,,,,,,,drypoint,below
_measure_1,manuscript_11845,,,"Cambridge, Emmanuel College, MS 109",manuscript,,MS-EMMANUEL-COLLEGE-00109,Codex 2 + 134 + 2 100 72,134.0,4.0,,,,,,,,,,,,,,,,,100.0,100.0,100.0,72.0,72.0,72.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,9 12,12.0,9.0,ca. 65-75,75.0,65.0,ca. 25-45,45.0,25.0,mm,,,,,,,,,,,,
_measure_1,manuscript_11846,,,"Cambridge, Emmanuel College, MS 110",manuscript,,MS-EMMANUEL-COLLEGE-00110,Codex ii + 1 + 144 + ii 93 78,144.0,1.0,4.0,,,,,,,,,,,,,,,,93.0,93.0,93.0,78.0,78.0,78.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,24.0,24.0,24.0,70.0,70.0,70.0,50.0,50.0,50.0,mm,,,,,,,,,,,hardpoint,mixed
_measure_2,manuscript_11846,,,"Cambridge, Emmanuel College, MS 110",manuscript,,MS-EMMANUEL-COLLEGE-00110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_1,manuscript_77767,,,"Cambridge, Emmanuel College, MS 178",manuscript,,MS-EMMANUEL-COLLEGE-00178,Codex 2 + 151 302 190,151.0,2.0,,,,,,,,,,,,,,,,,302.0,302.0,302.0,190.0,190.0,190.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,43 47,47.0,43.0,ca. 270-280,280.0,270.0,ca. 170-175,175.0,170.0,mm,,,,,,,,,,,ink,
_measure_1,manuscript_11851,,,"Cambridge, Emmanuel College, MS 236",manuscript-composite,,MS-EMMANUEL-COLLEGE-00236,Fragments iii + iv + 50 + iii,50.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_11851,,,"Cambridge, Emmanuel College, MS 236",manuscript-composite,,MS-EMMANUEL-COLLEGE-00236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_3,manuscript_11851,,,"Cambridge, Emmanuel College, MS 236",part,,,Fragment 18 265-270 176-184,18.0,,,,,,,,,,,,,,,,,,265-270,270.0,265.0,176-184,184.0,176.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,36.0,36.0,36.0,205.0,205.0,205.0,140.0,140.0,140.0,mm,,,,,,,,,,,hardpoint,
_measure_4,manuscript_11851,,,"Cambridge, Emmanuel College, MS 236",part,,,Fragment 2 230 150,2.0,,,,,,,,,,,,,,,,,,230.0,230.0,230.0,150.0,150.0,150.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,23.0,23.0,23.0,160.0,160.0,160.0,150.0,150.0,150.0,mm,,,,,,,,,,,hardpoint,
_measure_5,manuscript_11851,,,"Cambridge, Emmanuel College, MS 236",part,,,Fragment 2 265 175,2.0,,,,,,,,,,,,,,,,,,265.0,265.0,265.0,175.0,175.0,175.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,36.0,36.0,36.0,205.0,205.0,205.0,150.0,150.0,150.0,mm,,,,,,,,,,,hardpoint,
_measure_6,manuscript_11851,,,"Cambridge, Emmanuel College, MS 236",part,,,Fragment 12 280 180,12.0,,,,,,,,,,,,,,,,,,280.0,280.0,280.0,180.0,180.0,180.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,24.0,24.0,24.0,215.0,215.0,215.0,140.0,140.0,140.0,mm,,,,,,,,,,,hardpoint,
_measure_7,manuscript_11851,,,"Cambridge, Emmanuel College, MS 236",part,,,Fragment 4 280 210,4.0,,,,,,,,,,,,,,,,,,280.0,280.0,280.0,210.0,210.0,210.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,26.0,26.0,26.0,215.0,215.0,215.0,160.0,160.0,160.0,mm,,,,,,,,,,,hardpoint,
_measure_8,manuscript_11851,,,"Cambridge, Emmanuel College, MS 236",part,,,Fragment 11 282 212,11.0,,,,,,,,,,,,,,,,,,282.0,282.0,282.0,212.0,212.0,212.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,35.0,35.0,35.0,240.0,240.0,240.0,170.0,170.0,170.0,mm,,,,,,,,,,,hardpoint,
_measure_9,manuscript_11851,,,"Cambridge, Emmanuel College, MS 236",part,,,Fragment 1 290 214,1.0,,,,,,,,,,,,,,,,,,290.0,290.0,290.0,214.0,214.0,214.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,40.0,40.0,40.0,270.0,270.0,270.0,165.0,165.0,165.0,mm,,,,,,,,,,,hardpoint,
_measure_1,manuscript_11848,,,"Cambridge, Emmanuel College, MS 249",manuscript,,MS-EMMANUEL-COLLEGE-00249,Codex i + 16 + i 248 168,16.0,,2.0,,,,,,,,,,,,,,,,248.0,248.0,248.0,168.0,168.0,168.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,25 27,27.0,25.0,165.0,165.0,165.0,105.0,105.0,105.0,mm,,,,,,,,,,,ink,
_measure_1,manuscript_11849,,,"Cambridge, Emmanuel College, MS 251",manuscript-composite,,MS-EMMANUEL-COLLEGE-00251,Codex iv + 187 + iv,187.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_11849,,,"Cambridge, Emmanuel College, MS 251",part,,,,,,,,,,,,,,,,,,,,,,228-240,240.0,228.0,150-170,170.0,150.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,20 24,24.0,20.0,183-194,194.0,183.0,135.0,135.0,135.0,mm,32.0,32.0,32.0,,,,,,,,hardpoint,mixed
_measure_3,manuscript_11849,,,"Cambridge, Emmanuel College, MS 251",part,,,,,,,,,,,,,,,,,,,,,,228-240,240.0,228.0,150-170,170.0,150.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,30.0,30.0,30.0,183-194,194.0,183.0,135.0,135.0,135.0,mm,,,,,,,,,,,hardpoint,below
_measure_4,manuscript_11849,,,"Cambridge, Emmanuel College, MS 251",part,,,,,,,,,,,,,,,,,,,,,,243.0,243.0,243.0,170.0,170.0,170.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,17 26,26.0,17.0,172-187,187.0,172.0,180-190,190.0,180.0,mm,,,,,,,,,,,hardpoint,below
_measure_5,manuscript_11849,,,"Cambridge, Emmanuel College, MS 251",part,,,,,,,,,,,,,,,,,,,,,,243.0,243.0,243.0,170.0,170.0,170.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,22 24,24.0,22.0,190-200,200.0,190.0,135.0,135.0,135.0,mm,,,,,,,,,,,,
_measure_1,manuscript_11850,,,"Cambridge, Emmanuel College, MS 253",manuscript,,MS-EMMANUEL-COLLEGE-00253,Codex iii + 27 + iii 265 180,27.0,,6.0,,,,,,,,,,,,,,,,265.0,265.0,265.0,180.0,180.0,180.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,24 25,25.0,24.0,196-207,207.0,196.0,130.0,130.0,130.0,mm,,,,,,,,,,,hardpoint,above
_measure_1,manuscript_1,,,"Cambridge, Fitzwilliam Museum, Charles Fairfax Murray MS 17",manuscript,,MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017,Codex: ii + 2 86 + ii leaves. 145 100,86.0,,6.0,,,,,,,,,,,,,,,,145.0,145.0,145.0,100.0,100.0,100.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,13 19,19.0,13.0,105-110,110.0,105.0,75-90,90.0,75.0,mm,,,,,,,,,,,ink,below
_measure_2,manuscript_1,,,"Cambridge, Fitzwilliam Museum, Charles Fairfax Murray MS 17",manuscript,,MS-FITZWILLIAM-CHARLES-FAIRFAX-MURRAY-00017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_1,manuscript_1,,,"Cambridge, Fitzwilliam Museum, MS 51",manuscript,,MS-FITZWILLIAM-00051,Codex: i + 140 + ii leaves. 175 120,140.0,,3.0,,,,,,,,,,,,,,,,175.0,175.0,175.0,120.0,120.0,120.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,21.0,21.0,21.0,100.0,100.0,100.0,70.0,70.0,70.0,mm,,,,,,,,,,,in,below
_measure_2,manuscript_1,,,"Cambridge, Fitzwilliam Museum, MS 51",manuscript,,MS-FITZWILLIAM-00051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_1,manuscript_11852,,,"Cambridge, Fitzwilliam Museum, MS 229",manuscript-composite,,MS-FITZWILLIAM-00229,,,,,,,,,,,,,,,,,,,,223.0,223.0,223.0,150.0,150.0,150.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_11852,,,"Cambridge, Fitzwilliam Museum, MS 229",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,29 35,35.0,29.0,169-177,177.0,169.0,100-105,105.0,100.0,mm,,,,,,,,,,,,
_measure_3,manuscript_11852,,,"Cambridge, Fitzwilliam Museum, MS 229",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,27.0,27.0,27.0,151.0,151.0,151.0,95.0,95.0,95.0,mm,,,,,,,,,,,,
_measure_4,manuscript_11852,,,"Cambridge, Fitzwilliam Museum, MS 229",part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,25 33,33.0,25.0,161-175,175.0,161.0,107-120,120.0,107.0,mm,,,,,,,,,,,,
