metadata: measurement UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,extent: extent,extent: n folios,extent: n endleaves,extent: n later endleaves,rolls: height,rolls: height max,rolls: height min,rolls: width,rolls: width max,rolls: width min,rolls: unit,rolls: converted,fragments: height,fragments: height max,fragments: height min,fragments: width,fragments: width max,fragments: width min,fragments: unit,leaves: height,leaves: height max,leaves: height min,leaves: width,leaves: width max,leaves: width min,leaves: depth,leaves: depth max,leaves: depth min,leaves: unit,columns: n,columns: n max,columns: n min,columns: height,columns: height max,columns: height min,columns: width,columns: width max,columns: width min,columns: unit,intercolumn: width,intercolumn: width max,intercolumn: width min,intercolumn: unit,written area: n,written area: n max,written area: n min,written area: height,written area: height max,written area: height min,written area: width,written area: width max,written area: width min,written area: unit,ruling: n,ruling: n max,ruling: n min,ruling: height,ruling: height max,ruling: height min,ruling: width,ruling: width max,ruling: width min,ruling: unit,ruling: medium,ruling: top line
_measure_1,manuscript_1,,,,manuscript,,MS-FF-00001-00025-00004,Codex: ix + 71 + ix leaves. The nine modern paper endleaves at the front and rear have not been photographed. 270 190,71.0,,18.0,,,,,,,,,,,,,,,,270.0,270.0,270.0,190.0,190.0,190.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,,,,190.0,190.0,190.0,150.0,150.0,150.0,mm,36 45,45.0,36.0,,,,,,,,leadpoint,above
_measure_2,manuscript_1,,,,manuscript,,MS-FF-00001-00025-00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_3,manuscript_1,,,,manuscript,,MS-FF-00001-00025-00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_4,manuscript_1,,,,manuscript,,MS-FF-00001-00025-00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_5,manuscript_1,,,,manuscript,,MS-FF-00001-00025-00004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_1,manuscript_1,,,,manuscript,,MS-II-00006-00031,Codex: i + 1 + 64 + 1 + i leaves. 160 125,64.0,2.0,2.0,,,,,,,,,,,,,,,,160.0,160.0,160.0,125.0,125.0,125.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,15 17,17.0,15.0,120.0,120.0,120.0,85-95,95.0,85.0,mm,,,,,,,,,,,leadpoint,below
_measure_2,manuscript_1,,,,manuscript,,MS-II-00006-00031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_1,manuscript_1,,,,manuscript,,MS-FF-00004-00042,,,,,,,,,,,,,,,,,,,,185.0,185.0,185.0,125.0,125.0,125.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,,,,105-110,105-110,105-110,70.0,70.0,70.0,mm,21 34,34.0,21.0,,,,,,,,,
_measure_1,manuscript_1,,,,manuscript-composite,,MS-FF-00001-00025-00005,Codex: ix + i + 35 + 4 + ii + ix leaves. The nine modern paper endleaves at the front and rear have not been photographed. 270 190,39.0,,21.0,,,,,,,,,,,,,,,,270.0,270.0,270.0,190.0,190.0,190.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_1,,,,manuscript-composite,,MS-FF-00001-00025-00005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_3,manuscript_1,,,,manuscript-composite,,MS-FF-00001-00025-00005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_4,manuscript_1,,,,part,,,Codex: 35 leaves. 270 190,35.0,,,,,,,,,,,,,,,,,,270.0,270.0,270.0,190.0,190.0,190.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,53 59,59.0,53.0,220.0,220.0,220.0,135-145,145.0,135.0,mm,,,,,,,,,,,leadpoint,below
_measure_5,manuscript_1,,,,part,,,Codex: 4 leaves. 270 190,4.0,,,,,,,,,,,,,,,,,,270.0,270.0,270.0,190.0,190.0,190.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,34 37,37.0,34.0,220.0,220.0,220.0,135.0,135.0,135.0,mm,,,,,,,,,,,leadpoint,above
_measure_6,manuscript_1,,,,part,,,Two sheets of parchment: iii leaves. 270 190,,,3.0,,,,,,,,,,,,,,,,270.0,270.0,270.0,190.0,190.0,190.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_1,manuscript_1,,,,manuscript-composite,,MS-DD-00004-00017,Codex: i + 1 + 135 + 1 + i leaves. 215 155,135.0,2.0,2.0,,,,,,,,,,,,,,,,215.0,215.0,215.0,155.0,155.0,155.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_1,,,,manuscript-composite,,MS-DD-00004-00017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_3,manuscript_1,,,,manuscript-composite,,MS-DD-00004-00017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_4,manuscript_1,,,,manuscript-composite,,MS-DD-00004-00017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_5,manuscript_1,,,,manuscript-composite,,MS-DD-00004-00017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_6,manuscript_1,,,,manuscript-composite,,MS-DD-00004-00017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_7,manuscript_1,,,,part,,,"Fragments, comprising two small strips of parchment, formerly used in repairs to ff. 1-2, now attached by paper hinges to the front pastedown. 2 fragments. 70-75 23-24",,,,,,,,,,,,,,,,,,,70-75,75.0,70.0,23-24,24.0,23.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_8,manuscript_1,,,,part,,,Codex: 135 leaves. 215 155,135.0,,,,,,,,,,,,,,,,,,215.0,215.0,215.0,155.0,155.0,155.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,,,,150.0,150.0,150.0,105.0,105.0,105.0,mm,16.0,16.0,16.0,,,,,,,,ink,below
_measure_9,manuscript_1,,,,part,,,Codex: 135 leaves. 215 155,135.0,,,,,,,,,,,,,,,,,,215.0,215.0,215.0,155.0,155.0,155.0,,,,mm,4.0,4.0,4.0,,,,,,,,,,,,,,,150.0,150.0,150.0,105.0,105.0,105.0,mm,33.0,33.0,33.0,,,,,,,,ink,below
_measure_10,manuscript_1,,,,part,,,"Bifolium, added to replace two leaves lost after f. 94, but providing different text to that lost. 2 leaves. 215 155",2.0,,,,,,,,,,,,,,,,,,215.0,215.0,215.0,155.0,155.0,155.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,,,,140.0,140.0,140.0,105.0,105.0,105.0,mm,16.0,16.0,16.0,,,,,,,,ink,below
_measure_11,manuscript_1,,,,part,,,"Single leaf, added to replace a leaf lost after f. 102. 1 leaf. 215 155",1.0,,,,,,,,,,,,,,,,,,215.0,215.0,215.0,155.0,155.0,155.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,,,,150.0,150.0,150.0,105.0,105.0,105.0,mm,16.0,16.0,16.0,,,,,,,,ink,below
_measure_1,manuscript_1,,,,manuscript-composite,,MS-II-00006-00033,Codex: i + 32 | 36 | 3 + i leaves,71.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_1,,,,part,,,Codex: 32 | 3 leaves. 150-155 100,35.0,,,,,,,,,,,,,,,,,,150-155,155.0,150.0,100.0,100.0,100.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,16 22,22.0,16.0,140.0,140.0,140.0,80.0,80.0,80.0,mm,,,,,,,,,,,,
_measure_3,manuscript_1,,,,part,,,Codex: 36 leaves. 150 100-105,36.0,,,,,,,,,,,,,,,,,,150.0,150.0,150.0,100-105,105.0,100.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,21 22,22.0,21.0,100-105,105.0,100.0,65-70,70.0,65.0,mm,,,,,,,,,,,hardpoint,below
_measure_1,manuscript_1,,,,manuscript,,MS-II-00006-00032,,,,,,,,,,,,,,,,,,,,157.0,157.0,157.0,108.0,108.0,108.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,,,,108.0,108.0,108.0,71.0,71.0,71.0,mm,22 26,26.0,22.0,,,,,,,,,
_measure_1,manuscript_1,,,,manuscript,,MS-FF-00001-00025-00002,Codex: ix + 38 + ix leaves. The nine modern paper endleaves at the front and rear have not been photographed. 270 190,38.0,,18.0,,,,,,,,,,,,,,,,270.0,270.0,270.0,190.0,190.0,190.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,,,,225.0,225.0,225.0,150.0,150.0,150.0,mm,36 38,38.0,36.0,,,,,,,,leadpoint,above
_measure_2,manuscript_1,,,,manuscript,,MS-FF-00001-00025-00002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_3,manuscript_1,,,,manuscript,,MS-FF-00001-00025-00002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_4,manuscript_1,,,,manuscript,,MS-FF-00001-00025-00002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_1,manuscript_1,,,,manuscript,,MS-ADD-03021,Codex: 4 + 268 + 4 leaves. The endleaves have not been digitised. 350 245,268.0,,8.0,,,,,,,,,,,,,,,,350.0,350.0,350.0,245.0,245.0,245.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,40 42,42.0,40.0,235.0,235.0,235.0,145.0,145.0,145.0,mm,,,,,,,,,,,leadpoint,below
_measure_2,manuscript_1,,,,manuscript,,MS-ADD-03021,Codex: 4 + 268 + 4 leaves. The endleaves have not been digitised. 350 245,268.0,,8.0,,,,,,,,,,,,,,,,350.0,350.0,350.0,245.0,245.0,245.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_1,manuscript_1,,,,manuscript-composite,,MS-LL-00001-00010,Codex: i + 2 | 2 | 2 | 2 | 10 | 8 | 98 | 24 | 4 + i leaves. 230 180,152.0,,2.0,,,,,,,,,,,,,,,,230.0,230.0,230.0,180.0,180.0,180.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_1,,,,manuscript-composite,,MS-LL-00001-00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_3,manuscript_1,,,,manuscript-composite,,MS-LL-00001-00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_4,manuscript_1,,,,manuscript-composite,,MS-LL-00001-00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_5,manuscript_1,,,,manuscript-composite,,MS-LL-00001-00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_6,manuscript_1,,,,manuscript-composite,,MS-LL-00001-00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_7,manuscript_1,,,,manuscript-composite,,MS-LL-00001-00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_8,manuscript_1,,,,manuscript-composite,,MS-LL-00001-00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_9,manuscript_1,,,,manuscript-composite,,MS-LL-00001-00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_10,manuscript_1,,,,manuscript-composite,,MS-LL-00001-00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_11,manuscript_1,,,,manuscript-composite,,MS-LL-00001-00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_12,manuscript_1,,,,manuscript-composite,,MS-LL-00001-00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_13,manuscript_1,,,,manuscript-composite,,MS-LL-00001-00010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_14,manuscript_1,,,,part,,,Codex: 2 leaves. 230 180,2.0,,,,,,,,,,,,,,,,,,230.0,230.0,230.0,180.0,180.0,180.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,26 32,32.0,26.0,165-185,185.0,165.0,135-140,140.0,135.0,mm,,,,,,,,,,,,
_measure_15,manuscript_1,,,,part,,,Codex: 2 leaves. 230 180,2.0,,,,,,,,,,,,,,,,,,230.0,230.0,230.0,180.0,180.0,180.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,54.0,54.0,54.0,185.0,185.0,185.0,130.0,130.0,130.0,mm,,,,,,,,,,,,
_measure_16,manuscript_1,,,,part,,,Codex: 2 leaves. Formerly bound in quire with ff. 1d:vii-1d:viii. 230 180,2.0,,,,,,,,,,,,,,,,,,230.0,230.0,230.0,180.0,180.0,180.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,28.0,28.0,28.0,200.0,200.0,200.0,135.0,135.0,135.0,mm,,,,,,,,,,,,
_measure_17,manuscript_1,,,,part,,,Codex: 2 leaves. 230 180,2.0,,,,,,,,,,,,,,,,,,230.0,230.0,230.0,180.0,180.0,180.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,28.0,28.0,28.0,200.0,200.0,200.0,135.0,135.0,135.0,mm,,,,,,,,,,,,
_measure_18,manuscript_1,,,,part,,,Codex: 10 leaves. 230 180,10.0,,,,,,,,,,,,,,,,,,230.0,230.0,230.0,180.0,180.0,180.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,23.0,23.0,23.0,150-155,155.0,150.0,115-120,120.0,115.0,mm,,,,,,,,,,,,
_measure_19,manuscript_1,,,,part,,,Codex: 8 leaves. 230 180,8.0,,,,,,,,,,,,,,,,,,230.0,230.0,230.0,180.0,180.0,180.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,20 21,21.0,20.0,150-155,155.0,150.0,115-120,120.0,115.0,mm,,,,,,,,,,,hardpoint,
_measure_20,manuscript_1,,,,part,,,Codex: 98 leaves. 230 180,98.0,,,,,,,,,,,,,,,,,,230.0,230.0,230.0,180.0,180.0,180.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,18 20,20.0,18.0,150-155,155.0,150.0,115-120,120.0,115.0,mm,,,,,,,,,,,hardpoint,
_measure_21,manuscript_1,,,,part,,,Codex: 24 leaves. 230 180,24.0,,,,,,,,,,,,,,,,,,230.0,230.0,230.0,180.0,180.0,180.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,24.0,24.0,24.0,185.0,185.0,185.0,140.0,140.0,140.0,mm,,,,,,,,,,,leadpoint,below
_measure_22,manuscript_1,,,,part,,,Codex: 4 leaves. 230 165-180,4.0,,,,,,,,,,,,,,,,,,230.0,230.0,230.0,165-180,180.0,165.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,22.0,22.0,22.0,185.0,185.0,185.0,140.0,140.0,140.0,mm,,,,,,,,,,,hardpoint,below
_measure_1,manuscript_1,,,,manuscript,,MS-ADD-03020,"Codex: iv + 2 + 3 + 1 + 5 + 1 + 193 + iv leaves. This count does not include a piece of parchment that was removed when the manuscript was rebound. It is shown here as 'removed piece of parchment'. It is now kept separately from the manuscript, housed in melinex and bound into a conservation volume containing endleaves, sewing remnants, boards and other materials retained from the previous binding. (See Contents, Binding and Custodial History for further details). The endleaves and a later endleaf, f. 10a, have not been digitised. 350 245",198.0,3.0,11.0,,,,,,,,,,,,,,,,350.0,350.0,350.0,245.0,245.0,245.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,40.0,40.0,40.0,230-240,240.0,230.0,145-150,150.0,145.0,mm,,,,,,,,,,,leadpoint,below
_measure_2,manuscript_1,,,,manuscript,,MS-ADD-03020,"Codex: iv + 2 + 3 + 1 + 5 + 1 + 193 + iv leaves. This count does not include a piece of parchment that was removed when the manuscript was rebound. It is shown here as 'removed piece of parchment'. It is now kept separately from the manuscript, housed in melinex and bound into a conservation volume containing endleaves, sewing remnants, boards and other materials retained from the previous binding. (See Contents, Binding and Custodial History for further details). The endleaves and a later endleaf, f. 10a, have not been digitised. 350 245",198.0,3.0,11.0,,,,,,,,,,,,,,,,350.0,350.0,350.0,245.0,245.0,245.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_1,manuscript_1,,,,manuscript,,MS-FF-00001-00025-00003,Codex: ix + 22 + ix leaves. The nine modern paper endleaves at the front and rear have not been photographed. 270 190,22.0,,18.0,,,,,,,,,,,,,,,,270.0,270.0,270.0,190.0,190.0,190.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,,,,225.0,225.0,225.0,150.0,150.0,150.0,mm,30 31,31.0,30.0,,,,,,,,leadpoint,above
_measure_2,manuscript_1,,,,manuscript,,MS-FF-00001-00025-00003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_3,manuscript_1,,,,manuscript,,MS-FF-00001-00025-00003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_1,manuscript_1,,,,manuscript-composite,,MS-FF-00001-00025-00001,Codex: ix + iii + 59 + ix leaves. The nine modern paper endleaves at the front and rear have not been photographed. 270 190,59.0,,21.0,,,,,,,,,,,,,,,,270.0,270.0,270.0,190.0,190.0,190.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_2,manuscript_1,,,,manuscript-composite,,MS-FF-00001-00025-00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_3,manuscript_1,,,,manuscript-composite,,MS-FF-00001-00025-00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_4,manuscript_1,,,,manuscript-composite,,MS-FF-00001-00025-00001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_5,manuscript_1,,,,part,,,A single leaf and one bifolium iii leaves. 270 190,,,3.0,,,,,,,,,,,,,,,,270.0,270.0,270.0,190.0,190.0,190.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_6,manuscript_1,,,,part,,,Codex: 59 leaves. 270 190,59.0,,,,,,,,,,,,,,,,,,270.0,270.0,270.0,190.0,190.0,190.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,,,,235.0,235.0,235.0,145.0,145.0,145.0,mm,43.0,43.0,43.0,,,,,,,,leadpoint,above
_measure_1,manuscript_1,,,,manuscript,,MS-DD-00013-00027,,,,,,,,,,,,,,,,,,,,321.0,321.0,321.0,224.0,224.0,224.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,,,,245.0,245.0,245.0,187.0,187.0,187.0,mm,9.0,9.0,9.0,,,,,,,,,
_measure_1,manuscript_1,,,,manuscript,,MS-KK-00001-00024,"Codex: Five leaves of parchment have been inserted in place of missing leaves as part of the volume's conservation (for further information on which, see Custodial History). These inserted leaves have not been digitised, though in one instance (f. 190*) the stubs to which this is attached contains a fragment of decoration. These replacement leaves have not been counted here as part of the manuscript's extent. For the sake of clarity, it has been decided not to enumerate them separately either. iv + 113 + iv leaves. 305 225",113.0,,8.0,,,,,,,,,,,,,,,,305.0,305.0,305.0,225.0,225.0,225.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,,,,250.0,250.0,250.0,180-185,185.0,180.0,mm,21 22,22.0,21.0,,,,,,,,hardpoint,above
_measure_2,manuscript_1,,,,manuscript,,MS-KK-00001-00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_3,manuscript_1,,,,manuscript,,MS-KK-00001-00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_4,manuscript_1,,,,manuscript,,MS-KK-00001-00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_5,manuscript_1,,,,manuscript,,MS-KK-00001-00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_6,manuscript_1,,,,manuscript,,MS-KK-00001-00024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_1,manuscript_1,,,,manuscript,,MS-LL-00005-00018,,,,,,,,,,,,,,,,,,,,207.0,207.0,207.0,142.0,142.0,142.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_1,manuscript_1,,,,manuscript-composite,,MS-FF-00004-00042,,,,,,,,,,,,,,,,,,,,305.0,305.0,305.0,229.0,229.0,229.0,,,,mm,,,,,,,,,,,,,,,,,,240.0,240.0,240.0,160.0,160.0,160.0,mm,,,,,,,,,,,,
_measure_2,manuscript_1,,,,part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,36.0,36.0,36.0,,,,,,,,,
_measure_3,manuscript_1,,,,part,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,48.0,48.0,48.0,,,,,,,,,
_measure_1,manuscript_1,,,,manuscript,,MS-FF-00001-00017-00001,,,,,,,,,,,,,,,,,,,,192-198,192-198,192-198,145-152,145-152,145-152,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_1,manuscript_1,,,,manuscript,,MS-II-00002-00004,,,,,,,,,,,,,,,,,,,,330.0,330.0,330.0,225.0,225.0,225.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,,,,278.0,278.0,278.0,160.0,160.0,160.0,mm,24.0,24.0,24.0,,,,,,,,,
_measure_1,manuscript_1,,,,manuscript,,MS-MM-00005-00031,,,,,,,,,,,,,,,,,,,,248.0,248.0,248.0,183.0,183.0,183.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,,,,185.0,185.0,185.0,112-116,112-116,112-116,mm,37.0,37.0,37.0,,,,,,,,,
_measure_1,manuscript_1,,,,manuscript,,MS-KK-00005-00016,Codex: iii + 128 + i leaves. 285 220,,,,,,,,,,,,,,,,,,,285.0,285.0,285.0,220.0,220.0,220.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,,,,255-160,260.0,255.0,185-190,190.0,185.0,mm,29 34,34.0,29.0,,,,,,,,hardpoint,above
_measure_2,manuscript_1,,,,manuscript,,MS-KK-00005-00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_3,manuscript_1,,,,manuscript,,MS-KK-00005-00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_4,manuscript_1,,,,manuscript,,MS-KK-00005-00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_5,manuscript_1,,,,manuscript,,MS-KK-00005-00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_6,manuscript_1,,,,manuscript,,MS-KK-00005-00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_7,manuscript_1,,,,manuscript,,MS-KK-00005-00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_8,manuscript_1,,,,manuscript,,MS-KK-00005-00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_9,manuscript_1,,,,manuscript,,MS-KK-00005-00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_10,manuscript_1,,,,manuscript,,MS-KK-00005-00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_11,manuscript_1,,,,manuscript,,MS-KK-00005-00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_12,manuscript_1,,,,manuscript,,MS-KK-00005-00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_13,manuscript_1,,,,manuscript,,MS-KK-00005-00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_14,manuscript_1,,,,manuscript,,MS-KK-00005-00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_15,manuscript_1,,,,manuscript,,MS-KK-00005-00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_16,manuscript_1,,,,manuscript,,MS-KK-00005-00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_measure_17,manuscript_1,,,,manuscript,,MS-KK-00005-00016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
