metadata: hand UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,overview: hands,overview: total hands,person: scribe ref,person: hand ID,person: person(s),person: person ID(s),locus: scope,locus: n,locus: locus,locus: from,locus: to,date: date,date: when,date: not before,date: not after,date: certainty,date: calendar,palaeography: script,palaeography: execution,palaeography: medium,palaeography: terms,palaeography: desc,palaeography: char,palaeography: characters,palaeography: ligature,palaeography: abbreviations,palaeography: corrections,palaeography: punctuation,palaeography: nota,palaeography: language
_hand_1,manuscript_77966,,,"Cambridge, University Library, MS Add. 1879.16",manuscript,,MS-ADD-01879-00016,"The text was copied in a mixed minuscule bouletée script, slanting slightly to the left, in brown ink, with minimal variation in letter size.Syllabic abbreviations are not used, except the horizontal stroke for nu, which appears only at the end of lines, while superscript word endings do not appear. Acute and grave accents are often almost horizontal, while breathings are angular and usually very extremely small. Mute iota is absent. There is decorative use of the double dot, and where it appears on the first letter of a word, the breathing is omitted.Punctuation used includes the middle and upper points and the lower and middle commas.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule bouletée,,,,,,,,,
_hand_1,manuscript_77967,,,"Cambridge, University Library, MS Add. 1879.17",manuscript,,MS-ADD-01879-00017,"The text was copied in a mixed minuscule script, slanting slightly to the right, in brown ink, with little variation in letter size.Syllabic abbreviations are not used except the horizontal stroke for nu, which appears only at the end of lines, while superscript word endings do not appear. Breathings are angular, (but do not appear in the half-H form), and mute iota is absent. The double grave accent is in use.Punctuation used includes the lower, middle and upper points and the lower and middle commas.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77968,,,"Cambridge, University Library, MS Add. 1879.18",manuscript,,MS-ADD-01879-00018,"The text was copied in a mixed minuscule script, slanting slightly to the right, in brown ink, with modest variation in letter size.Syllabic abbreviations and superscript word endings do not appear. Breathings are angular and mute iota is adscript. Nomina sacra two letters long are unaccentuated.Punctuation used includes the middle and upper points and question mark.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77969,,,"Cambridge, University Library, MS Add. 1879.19",manuscript,,MS-ADD-01879-00019,"The text was copied in a mixed minuscule bouletée script, slanting slightly to the left, in brown ink, with modest variation in letter size.Syllabic abbreviations are not used apart from the horizontal stroke for nu, and this appears only at the end of lines, as do superscript word endings. Breathings are angular and mute iota is absent. There is occasional decorative use of the double dot, and when this appears on the first letter of a word, the breathing may be omitted. Nomina sacra are unaccentuated. Nomina sacra strokes are decorated with X-shapes.Majuscule letter forms in use include gamma, delta, epsilon, zeta, eta, kappa, lambda, xi, sigma, phi and psi. Punctuation used includes the lower, middle and upper points, lower and middle commas, question mark and full stop. Headings for chapters and the names of authors were written by the same hand in Alexandrine majuscule script.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule bouletée; Alexandrine,,,,,,,,,
_hand_1,manuscript_77969,,,"Cambridge, University Library, MS Add. 1879.20",manuscript,,MS-ADD-01879-00020,"The text was copied in a mixed minuscule bouletée script, slanting slightly to the left, in brown ink, with modest variation in letter size.Syllabic abbreviations are not used apart from the horizontal stroke for nu, and this appears only at the end of lines, as do superscript word endings. Breathings are angular and mute iota is absent. There is occasional decorative use of the double dot, and when this appears on the first letter of a word, the breathing may be omitted. Nomina sacra are unaccentuated. Nomina sacra strokes are decorated with X-shapes.Majuscule letter forms in use include delta, epsilon, zeta, eta, kappa, lambda, sigma and psi Punctuation used includes the lower, middle and upper points and full stop. Headings for chapters and the names of authors were written by the same hand in Alexandrine majuscule script.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule bouletée; Alexandrine,,,,,,,,,
_hand_1,manuscript_77971,,,"Cambridge, University Library, MS Add. 1879.21",manuscript,,MS-ADD-01879-00021,"The main text was copied in a mixed minuscule script, slanting slightly to the right, in brown ink. There is moderate variation in letter size.Syllabic abbreviations appear throughout the line, while superscript word endings appear only at the end of lines. Breathings are round, and mute iota is absent or subscript. There is decorative use of the double dot, and accentuation of all lengths of nomina sacra.Distinctive letter-forms include minuscule eta with a broad space after the initial ascender (e.g. recto, col. b, lines 2, 14) and a large minuscule upsilon curved inwards at the top (e.g. verso, col. a, lines 9, 11).Punctuation used includes the upper point, lower and middle commas and full stop. Headings and eirmoi have been copied in the same style in red ink.",,,hand-1,,,sole,2.0,"recto, col. b, lines 2, 14; verso, col. a, lines 9, 11",1r 1v,1r 1v,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77973,,,"Cambridge, University Library, MS Add. 1879.22",manuscript,,MS-ADD-01879-00022,"The text was copied in an upright mixed minuscule script, slanting slightly to the right, in black ink, with minimal variation in letter size.Syllabic abbreviations and superscript word endings do not appear. Breathings are round, but many have been overwritten with angular breathings by a correcting hand. Mute iota is absent. Nomina sacra are unaccentuated.Majuscule letter-forms in use include beta, lambda, xi and sigma.Punctuation used includes the lower and upper points and lower, middle and upper commas. The question mark is present, but this has been added by a later hand.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77974,,,"Cambridge, University Library, MS Add. 1879.23",part,,,"The lower text was copied by Hand A in mixed minuscule script, slanting to the right, with consistent letter size, in brown ink.Syllabic abbreviations and superscript word endings appear infrequently, but throughout the line. Breathings are angular and mute iota is adscript.Majuscule letter-forms in use in normal text include alpha, epsilon. The tails of letters are formed with pronounced hooks.Punctuation used includes the lower and middle points and full stop.",,,hand-1,,,major,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_2,manuscript_77974,,,"Cambridge, University Library, MS Add. 1879.23",part,,,"The upper text was copied by Ioannes Myronas, in upright mixed minuscule script, in brown ink, with little variation in letter size.Syllabic abbreviations appear only at the end of lines. Breathings are round and mute iota is absent. Nomina sacra are usually accentuated only when three or more letters long. Accents are sometimes joined to breathings.Punctuation used includes the middle and upper points and full stop. Headings and marginal notes are written in the same style in red ink.",,,hand-2,,,major,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77975,,,"Cambridge, University Library, MS Add. 1880.1",manuscript,,MS-ADD-01880-00001,"The main text was copied in small-format mixed minuscule with many majuscule letters, ligatures and inclusions, in dark brown ink and with dense text distribution. Accents are small and modestly executed; ascenders and descenders are restrained within the line but more prominent in the outer margins.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77976,,,"Cambridge, University Library, MS Add. 1880.2",manuscript,,MS-ADD-01880-00002,"The text has been copied in a calligraphic Hodegon-style mixed minuscule script, with variable slant, in brown ink. There is moderate variation in letter size.Syllabic abbreviations and superscript word endings are in use in the ending of lines. Breathings are curved, mute iota is absent, with frequent decorative use of the double dot on ypsilon and accentuation of all nomina sacra.The modern eta, sigma telikon and loop epsilon are present. The beta is mostly in u-shape.Punctuation used includes the middle and upper points, lower commas and full stop.",,,hand-1,,,sole,,,,,,,,,,,,,,Hodegon-style mixed minuscule,,,,,,,,,
_hand_1,manuscript_77978,,,"Cambridge, University Library, MS Add. 1880.4",manuscript,,MS-ADD-01880-00004,The Latin text is written by an Italian hand of the 15th century.,,,hand-1,,,major,,,,,,,,,,,,,,,,,,,,,,,
_hand_2,manuscript_77978,,,"Cambridge, University Library, MS Add. 1880.4",manuscript,,MS-ADD-01880-00004,"The Greek text was copied in a small-format cursive-like mixed minuscule script, slanting slightly to the right, in brown and red ink. It does not show any marked variation in letter size, but for beta, present in the bilobate and modern forms, and epsilon. Delta is outlined in two strokes, elongated upwards, ending with a cap. Breathings are curved; accents do not join to letters or breathings, but the circumflex is traced in a single gesture together with the ypsilon or omega.",,,hand-2,,,major,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77981,,,"Cambridge, University Library, MS Add. 1880.7",manuscript,,MS-ADD-01880-00007,"The text was copied in a scholarly, small-format mixed minuscule script, in dark brown ink. Accents are small and modestly executed, ascenders and descenders are restrained, and there is limited use of abbreviations.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77982,,,"Cambridge, University Library, MS Add. 1880.8",manuscript,,MS-ADD-01880-00008,"ff. [1]r-[1]v Hand A: A 16th-century informal minuscule, slightly slanting to the right. The text is written in brown ink, titles and initials in red.",,,hand-1,,,sole,1.0,ff. [1]r-[1]v,[1]r,[1]v,,,,,,,,,,,,,,,,,,,
_hand_1,manuscript_77983,,,"Cambridge, University Library, MS Add. 1880.9",manuscript,,MS-ADD-01880-00009,"f. [1]v Hand A: the possession note was written in black ink by a hand that can be possibly placed in the 15th or 16th century. The script is upright, the letters are divided, uprights tends to be extended below the line; the forms can be reconducted to the galaxy of scripts deriving from the minuscule τῶν Ὁδηγῶν, widespread in the Eastern regions after the fall of Byzantium.",,,hand-1,,,sole,1.0,f. [1]v,[1]v,[1]v,,,,,,,,,,minuscule τῶν Ὁδηγῶν,,,,,,,,,
_hand_1,manuscript_77984,,,"Cambridge, University Library, MS Add. 1880.10",manuscript,,MS-ADD-01880-00010,"The text was copied in mixed minuscule script, slanting slightly to the right, in brown ink, with moderate variation in letter size and some flourishing of tails into the margin.Syllabic abbreviations and superscript word endings appear throughout the line. Breathings are round and mute iota is absent, or subscript. There is decorative use of the double dot, and accentuation of all nomina sacra. Accents are sometimes joined to letters and breathings.The modern eta and modern nu are present, and there are inclusions of letters within omicron.Punctuation used includes the upper and middle points and full stop. Headings are written in the same style in red ink.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77985,,,"Cambridge, University Library, MS Add. 1880.11",manuscript,,MS-ADD-01880-00011,"The text was copied in a minuscule script, in black-brownish ink. The script is slanting to the right and executed with rapidity. It has few ligatures, breathings are curved; accents do not join to letters or breathings, but the circumflex joins the ypsilon; the iota mutum is in use. Alpha's loop is open, beta is small and in a heart-shape, delta is wide and frequently ligated to a following iota in a single stroke (e.g. f. 3r line 2 ἰδιότης). Tau shows the curved shape with no horizontal stroke, usual from 16th century.",,,hand-1,,,sole,1.0,f. 3r,3r,3r,,,,,,,,,,minuscule,,,,,,,,,
_hand_1,manuscript_77986,,,"Cambridge, University Library, MS Add. 1880.12",manuscript,,MS-ADD-01880-00012,"The text was copied in an upright mixed minuscule script, in black ink, slanting to the right and angular, executed with rapidity with moderate variation in letter size. Alpha often has an open eyelet, beta is bilobate with separated loops, the lower one stretched forward, gamma is present in majuscule form along with the minuscule one. Majuscule delta has an elongated and curved trait, epsilon is rendered with a rod if preceding gamma or chi. Theta is in both the open and closed forms, rho is open and traced in continuity with ypsilon The modern eta, modern nu and sigma telikon are present. Minuscule pi is written with an horizontal formed by a stroke curving upwards from the left-hand loop and connected to it by a vertical line. Psi has a cross-shape. The sigma telikon is present and so is iota mutum, though without consistency. Breathings are curved; accents do not join to letters or breathings.This script has various similarities to that of the manuscript Cambridge, Christ's College, MS Rouse 263.",,,hand-1,,,sole,,,,,,,,,,,,,,mixed minuscule,,,,,,,,,
_hand_1,manuscript_77987,,,"Cambridge, University Library, MS Add. 1880.13",manuscript,,MS-ADD-01880-00013,"ff. 1r-8v l. 18, 9r ll. 16-19, 10r l. 4-10v lin. 6, 11v ll. 18-19 Hand A: a script datable to the 17th c., an informal small minuscule, slightly slanting to the right, characterized by ornamental hooks at the end of uprights.",,,hand-1,,,major,4.0,ff. 1r-8v l. 18; 9r ll. 16-19; 10r l. 4-10v lin. 6; 11v ll. 18-19,1r 9r 10r 11v,8v 9r 10v 11v,,,,,,,,,,minuscule,,,,,,,,,
