measurement UID,file URL,msID,shelfmark,collection,part,part ID,part type,layout or extent,text,leaves,leaf height,leaf height max,leaf height min,leaf width,leaf width max,leaf width min,leaf depth,leaf depth max,leaf depth min,leaf unit,roll height,roll height max,roll height min,roll width,roll width max,roll width min,roll unit,fragment height,fragment height max,fragment height min,fragment width,fragment width max,fragment width min,fragment unit,columns,columns max,columns min,column height,column height max,column height min,column width,column width max,column width min,column unit,writtenLines,writtenLines max,writtenLines min,written height,written height max,written height min,written width,written width max,written width min,written unit,ruledLines,rulesLines max,ruledLines min,ruled height,ruled height max,ruled height min,ruled width,ruled width max,ruled width min,ruled unit,rulingMedium,topLine
MS_Douce_196_measure_1,manuscript_4561,MS_Douce_196,MS. Douce 196,Douce,,MS_Douce_196,,tei:extent,i + 158 + i fols. 347 245,,347,347,347,245,245,245,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_198_measure_1,manuscript_4562,MS_Douce_198,MS. Douce 198,Douce,,MS_Douce_198,,tei:extent,"ii + 102 leaves, in double columns 14.37510.375",102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_199_measure_1,manuscript_4563,MS_Douce_199,MS. Douce 199,Douce,,MS_Douce_199,,tei:extent,iv + 325 leaves c. 350 255,,350,350,350,255,255,255,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_2_measure_1,manuscript_4564,MS_Douce_2,MS. Douce 2,Douce,,MS_Douce_2,,tei:extent,v + 265 leaves 3.252.125,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_20_measure_1,manuscript_4565,MS_Douce_20,MS. Douce 20,Douce,,MS_Douce_20,,tei:extent,"in a cardboard case slightly larger, ii + 191 leaves 4.375 3.125 106 72 61 41",191,106,106,106,72,72,72,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,61,61,41,41,41,mm,,,,,,,,,,,,
MS_Douce_20_measure_2,manuscript_4565,MS_Douce_20,MS. Douce 20,Douce,,MS_Douce_20,,tei:layout,17 long lines.,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,17,17,17,,,,,,,,,,,,,,,,,,,
MS_Douce_200_measure_2,manuscript_4566,MS_Douce_200,MS. Douce 200,Douce,,MS_Douce_200,,tei:layout,2 col. of 20 lines,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,20,20,20,,,,,,,,,,,,,,,,,,,
MS_Douce_200_measure_1,manuscript_4566,MS_Douce_200,MS. Douce 200,Douce,,MS_Douce_200,,tei:extent,"i + 56 + 2 + i fol., incomplete 347 256 245 175",,347,347,347,256,256,256,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,245,245,245,175,175,175,mm,,,,,,,,,,,,
MS_Douce_204_measure_1,manuscript_4567,MS_Douce_204,MS. Douce 204,Douce,,MS_Douce_204,,tei:extent,"6 + lxviii leaves, in double columns 15.37511.75",6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_205_measure_1,manuscript_4568,MS_Douce_205,MS. Douce 205,Douce,,MS_Douce_205,,tei:extent,vi + 47 leaves 15.2511.375,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_207_measure_1,manuscript_4569,MS_Douce_207,MS. Douce 207,Douce,,MS_Douce_207,,tei:extent,"iv + 244 leaves, in double columns 14.7510.25",244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_208_measure_1,manuscript_4570,MS_Douce_208,MS. Douce 208,Douce,,MS_Douce_208,,tei:extent,"17 + cccxxxvii leaves, in double columns 15.12511.25",17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_210_measure_1,manuscript_4571,MS_Douce_210,MS. Douce 210,Douce,,MS_Douce_210,,tei:extent,"ii + 61 leaves, in double columns 11.8757.875",61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_213_measure_1,manuscript_4572,MS_Douce_213,MS. Douce 213,Douce,,MS_Douce_213,,tei:extent,12 + cclvii leaves 15.37511.75 c. 380 276,279,380,380,380,276,276,276,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_213_measure_2,manuscript_4572,MS_Douce_213,MS. Douce 213,Douce,,MS_Douce_213,,tei:layout,"2 cols., 48 lines, ruled space (Bozzolo)270 180",,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,48,48,48,,,,,,,,,,,270,270,270,180,180,180,mm,,
MS_Douce_214_measure_1,manuscript_4573,MS_Douce_214,MS. Douce 214,Douce,,MS_Douce_214,,tei:extent,ii + 208 leaves 15.510.875,208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_215_measure_1,manuscript_4574,MS_Douce_215,MS. Douce 215,Douce,,MS_Douce_215,,tei:extent,iii + 49 leaves 16.25 11.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_216_measure_1,manuscript_4575,MS_Douce_216,MS. Douce 216,Douce,,MS_Douce_216,,tei:extent,"32 leaves. Fols 1-14, 19-end are blank paper 12.5 8.75",32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_217_measure_1,manuscript_4576,MS_Douce_217,MS. Douce 217,Douce,,MS_Douce_217,,tei:extent,"iv + 447 leaves, in double columns 16.37512.25",447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_22_measure_1,manuscript_4578,MS_Douce_22,MS. Douce 22,Douce,,MS_Douce_22,,tei:extent,i + 115 leaves 5.1253.625,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_222_measure_4,manuscript_4579,MS_Douce_222,MS. Douce 222,Douce,,MS_Douce_222,,tei:layout,"Fols. 102–85 in 11 lines, 95 41",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,11,11,11,95,95,95,41,41,41,mm,,,,,,,,,,,,
MS_Douce_222_measure_3,manuscript_4579,MS_Douce_222,MS. Douce 222,Douce,,MS_Douce_222,,tei:layout,The litany of fols. 76–80 in 2 col. of 23 lines,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,23,23,23,,,,,,,,,,,,,,,,,,,
MS_Douce_222_measure_1,manuscript_4579,MS_Douce_222,MS. Douce 222,Douce,,MS_Douce_222,,tei:extent,ii + 2 + i + 207 + 2 + i fol. 140 85,,140,140,140,85,85,85,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_222_measure_2,manuscript_4579,MS_Douce_222,MS. Douce 222,Douce,,MS_Douce_222,,tei:layout,"Fols. 1v-10 mostly 15 lines, 98 55",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,15,15,15,98,98,98,55,55,55,mm,,,,,,,,,,,,
MS_Douce_222_measure_5,manuscript_4579,MS_Douce_222,MS. Douce 222,Douce,,MS_Douce_222,,tei:layout,"Fols. 185–206 in 12 lines, 95 41",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,12,12,12,95,95,95,41,41,41,mm,,,,,,,,,,,,
MS_Douce_223_measure_1,manuscript_4580,MS_Douce_223,MS. Douce 223,Douce,,MS_Douce_223,,tei:extent,i + 198 leaves 6.375 4.75 150 105 72 50,198,150,150,150,105,105,105,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,72,72,50,50,50,mm,,,,,,,,,,,,
MS_Douce_223_measure_2,manuscript_4580,MS_Douce_223,MS. Douce 223,Douce,,MS_Douce_223,,tei:layout,20 long lines.,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,20,20,20,,,,,,,,,,,,,,,,,,,
MS_Douce_226_measure_1,manuscript_4582,MS_Douce_226,MS. Douce 226,Douce,,MS_Douce_226,,tei:extent,i + 27 pages 6.375 4.75,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_227_measure_2,manuscript_4583,MS_Douce_227,MS. Douce 227,Douce,,MS_Douce_227,,tei:layout,"1 col., 18 lines, 100 67",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,18,18,18,100,100,100,67,67,67,mm,,,,,,,,,,,,
MS_Douce_227_measure_1,manuscript_4583,MS_Douce_227,MS. Douce 227,Douce,,MS_Douce_227,,tei:extent,160 pages 153 110,,153,153,153,110,110,110,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_228_measure_2,manuscript_4584,MS_Douce_228,MS. Douce 228,Douce,,MS_Douce_228,,tei:layout,"1 col., c. 38-44 lines; frame-ruled in ink (with no vertical bounding line to the right of text) for a written area of approximately 235 70",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,38 44,44,38,235,235,235,70,70,70,mm,,,,,,,,,,,,
MS_Douce_228_measure_1,manuscript_4584,MS_Douce_228,MS. Douce 228,Douce,,MS_Douce_228,,tei:extent,v (later paper) + 40 + i (later paper) c. 280 85,,280,280,280,85,85,85,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_229_measure_1,manuscript_4585,MS_Douce_229,MS. Douce 229,Douce,,MS_Douce_229,,tei:extent,xiii + 18 leaves. Fos i-xiii and 8-end are blank paper 6.375 4.375,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_23_measure_1,manuscript_4586,MS_Douce_23,MS. Douce 23,Douce,,MS_Douce_23,,tei:extent,"348 leaves c. 119 86 Leaves were trimmed in rebinding, occasionally causing the loss of text and decoration.",,119,119,119,86,86,86,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_23_measure_2,manuscript_4586,MS_Douce_23,MS. Douce 23,Douce,,MS_Douce_23,,tei:layout,"Ruled in ink, with single vertical and double horizontal bounding lines, extending the full height and width of page; 13 lines per page; written below the top line; written space: c. 70 50",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,13,13,13,70,70,70,50,50,50,mm,,,,,,,,,,,,
MS_Douce_231_measure_2,manuscript_4587,MS_Douce_231,MS. Douce 231,Douce,,MS_Douce_231,,tei:layout,"14 lines, written space 96 58",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,14,14,14,96,96,96,58,58,58,mm,,,,,,,,,,,,
MS_Douce_231_measure_1,manuscript_4587,MS_Douce_231,MS. Douce 231,Douce,,MS_Douce_231,,tei:extent,1 + 111 (113) + 2 + i fol. 156 108,,156,156,156,108,108,108,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_232_measure_1,manuscript_4588,MS_Douce_232,MS. Douce 232,Douce,,MS_Douce_232,,tei:extent,iii + 30 leaves 6.55.25,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_236_measure_1,manuscript_4589,MS_Douce_236,MS. Douce 236,Douce,,MS_Douce_236,,tei:extent,i + 37 leaves 6.75 5.125,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_236_measure_2,manuscript_4589,MS_Douce_236,MS. Douce 236,Douce,,MS_Douce_236,,tei:layout,"For comments on the layout of this manuscript and speculation about why it has not been ruled, see Daniel Wakelin, Immaterial Texts in Late Medieval England: Making English Literary Manuscripts, 1400–1500 (2022), pp. 134 and 136. See also, Wakelin, Designing English: Early Literature on the Page (2018), p. 54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_237_measure_1,manuscript_4590,MS_Douce_237,MS. Douce 237,Douce,,MS_Douce_237,,tei:extent,67 leaves 6.755 c. 165 120,67,165,165,165,120,120,120,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_239_measure_1,manuscript_4591,MS_Douce_239,MS. Douce 239,Douce,,MS_Douce_239,,tei:extent,"iii + 99 leaves, in double columns 6.8754.875",99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_24_measure_1,manuscript_4592,MS_Douce_24,MS. Douce 24,Douce,,MS_Douce_24,,tei:extent,"241 leaves c. 121 85 Leaves were trimmed in rebinding, occasionally causing the loss of decoration.",,121,121,121,85,85,85,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_24_measure_2,manuscript_4592,MS_Douce_24,MS. Douce 24,Douce,,MS_Douce_24,,tei:layout,"Ruled in plummet with single vertical and horizontal bounding lines, extending the full height and width of page; 17 lines per page; written below the top line; written space: variable, c. 71 50",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,17,17,17,71,71,71,50,50,50,mm,,,,,,,,,,,leadpoint,
MS_Douce_240_measure_1,manuscript_4593,MS_Douce_240,MS. Douce 240,Douce,,MS_Douce_240,,tei:extent,"214 leaves, c. 163 109",,163,163,163,109,109,109,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_240_measure_2,manuscript_4593,MS_Douce_240,MS. Douce 240,Douce,,MS_Douce_240,,tei:layout,ruled for two columns with single vertical and horizontal bounding lines extending the full height and width of page; 36 lines per page; written space: c. 123 81,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,36,36,36,,,,,,,,,,,123,123,123,81,81,81,mm,,
MS_Douce_241_measure_1,manuscript_4594,MS_Douce_241,MS. Douce 241,Douce,,MS_Douce_241,,tei:extent,iv + 12 leaves 10.6257.75,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_242_measure_1,manuscript_4595,MS_Douce_242,MS. Douce 242,Douce,,MS_Douce_242,,tei:extent,iii + 41 leaves 7.1254.875,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_243_measure_1,manuscript_4596,MS_Douce_243,MS. Douce 243,Douce,,MS_Douce_243,,tei:extent,i + 202 leaves 7.255.5,202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_245_measure_1,manuscript_4597,MS_Douce_245,MS. Douce 245,Douce,,MS_Douce_245,,tei:extent,"vi + 592 leaves, in double columns 7.255.5",592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_246_measure_1,manuscript_4598,MS_Douce_246,MS. Douce 246,Douce,,MS_Douce_246,,tei:extent,110 leaves 7.255.375,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_247_measure_1,manuscript_4599,MS_Douce_247,MS. Douce 247,Douce,,MS_Douce_247,,tei:extent,iii + 63 leaves interleaved 7.255.375,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_248_measure_1,manuscript_4600,MS_Douce_248,MS. Douce 248,Douce,,MS_Douce_248,,tei:extent,ii + 257 + ii leaves 172 c. 115,,172,172,172,115,115,115,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_248_measure_2,manuscript_4600,MS_Douce_248,MS. Douce 248,Douce,,MS_Douce_248,,tei:layout,"Ruled in purple for one column of 18 lines; ruled space (outer margin 40 mm., upper margin 27-8 mm.)92 58",,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,18,18,18,,,,,,,,,,,92,92,92,58,58,58,mm,,
MS_Douce_25_measure_1,manuscript_4601,MS_Douce_25,MS. Douce 25,Douce,,MS_Douce_25,,tei:extent,viii + 77 leaves 53.75,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_250_measure_1,manuscript_4602,MS_Douce_250,MS. Douce 250,Douce,,MS_Douce_250,,tei:extent,i + 86 leaves 7.3755.25,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_252_measure_1,manuscript_4603,MS_Douce_252,MS. Douce 252,Douce,,MS_Douce_252,,tei:extent,iii + 31 leaves 7.755.5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Douce_253_measure_1,manuscript_4604,MS_Douce_253,MS. Douce 253,Douce,,MS_Douce_253,,tei:extent,iii + 153 leaves 7.255.5 180 127 90 65,153,180,180,180,127,127,127,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,90,65,65,65,mm,,,,,,,,,,,,
MS_Douce_253_measure_2,manuscript_4604,MS_Douce_253,MS. Douce 253,Douce,,MS_Douce_253,,tei:layout,15 long lines,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,15,15,15,,,,,,,,,,,,,,,,,,,
MS_Douce_256_measure_2,manuscript_4605,MS_Douce_256,MS. Douce 256,Douce,,MS_Douce_256,,tei:layout,19 long lines,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,19,19,19,,,,,,,,,,,,,,,,,,,
MS_Douce_256_measure_1,manuscript_4605,MS_Douce_256,MS. Douce 256,Douce,,MS_Douce_256,,tei:extent,i + 186 leaves 7.5 5.625 183 130 112 73,186,183,183,183,130,130,130,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,112,112,73,73,73,mm,,,,,,,,,,,,
